Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Dividends Payable
1030053057.0,1030053057.0,31395970000.0,44863580000.0,41801730000.0,75063620000.0,23662270000.0,41801730000.0,11690530000.0,41890570000.0,41890570000.0,41877670000.0,-12900000.0,41890570000.0,31590040000.0,,,10300530000.0,10300530000.0,86299680000.0,10471790000.0,,10016150000.0,10016150000.0,0.0,455640000.0,75827890000.0,20966820000.0,34847430000.0,1674380000.0,33173050000.0,187090000.0,19467030000.0,,25540000.0,19441490000.0,128177350000.0,28687190000.0,590080000.0,,662300000.0,3856400000.0,3856400000.0,,611360000.0,88840000.0,38280000.0,50560000.0,22778720000.0,,22778720000.0,484660000.0,22294060000.0,,,,,99490160000.0,1314100000.0,,1339100000.0,,,82975730000.0,,,,,3283190000.0,,,10578040000.0,8800960000.0,1777080000.0,,,2024-03-31,
1030053057.0,1030053057.0,31814400000.0,43770930000.0,38430290000.0,72711850000.0,22205770000.0,38430290000.0,9588320000.0,38529240000.0,38529240000.0,38519820000.0,-9420000.0,38529240000.0,28228710000.0,,,10300530000.0,10300530000.0,76246240000.0,8513450000.0,,8126780000.0,8126780000.0,0.0,386670000.0,67732790000.0,17674940000.0,35644150000.0,1461540000.0,34182610000.0,129340000.0,13843540000.0,,177230000.0,13666310000.0,114766060000.0,24827500000.0,589120000.0,,682800000.0,2838280000.0,2838280000.0,,611360000.0,98950000.0,48390000.0,50560000.0,20006990000.0,,20006990000.0,322420000.0,19684570000.0,,,,,89938560000.0,1627080000.0,,1339100000.0,,,72631610000.0,,,,,3835400000.0,,,10505370000.0,8137160000.0,2368210000.0,,,2023-09-30,
1030053057.0,1030053057.0,33676390000.0,42954890000.0,36243220000.0,71432570000.0,21471220000.0,36243220000.0,7869430000.0,36347110000.0,36424840000.0,36344820000.0,-2290000.0,36347110000.0,26046580000.0,8812750000.0,16016600000.0,10300530000.0,10300530000.0,70784550000.0,7097400000.0,376540000.0,6720860000.0,6643130000.0,77730000.0,376540000.0,63687150000.0,596110000.0,36234030000.0,1226300000.0,35007730000.0,130580000.0,12356370000.0,222220000.0,207260000.0,11926890000.0,107129370000.0,21971000000.0,539320000.0,854950000.0,561930000.0,43500000.0,1635990000.0,43500000.0,611360000.0,103890000.0,53330000.0,50560000.0,18518510000.0,-6635120000.0,25153630000.0,200490000.0,9579840000.0,12316620000.0,1152700000.0,1903980000.0,0.0,85158370000.0,3260000.0,163450000.0,1339100000.0,8409680000.0,1080570000.0,70138750000.0,54515250000.0,11021560000.0,4601940000.0,172180000.0,2442310000.0,-25930000.0,2468240000.0,1409070000.0,9038940000.0,1409070000.0,21000000.0,1388070000.0,2023-03-31,
