Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Impairment Of Capital Assets,Restructuring And Mergern Acquisition
-4538008.314409,0.122812,6476000.0,-36951000.0,-36951000.0,-71837000.0,46008000.0,1727666000.0,-30475000.0,-76483000.0,5613000.0,5423000.0,-39424008.314409,-71837000.0,2072425000.0,,,,,-71837000.0,-71837000.0,0.0,-71837000.0,-71847000.0,-71847000.0,-10059000.0,-81906000.0,-15999000.0,-34942000.0,-173919000.0,5613000.0,5423000.0,-30240000.0,344759000.0,-267647000.0,46008000.0,45191000.0,314519000.0,1727666000.0,2042185000.0,2042185000.0,2023-12-31,,
-42749819.646547,0.239878,57567000.0,-178215000.0,-178215000.0,-138324000.0,50054000.0,1635082000.0,-120648000.0,-170702000.0,-11274000.0,11274000.0,-2858819.646547,-138324000.0,2163577000.0,9178766.0,9178766.0,-15.07,-15.07,-138324000.0,-138324000.0,0.0,-138324000.0,-138324000.0,-138324000.0,-43652000.0,-181976000.0,12782000.0,-178215000.0,178215000.0,-11274000.0,11274000.0,-7268000.0,528495000.0,285968000.0,50054000.0,50054000.0,521227000.0,1635082000.0,2156309000.0,2156309000.0,2023-09-30,,
0.0,0.181047,31498000.0,0.0,0.0,-25666000.0,49732000.0,1566138000.0,31498000.0,-18234000.0,-13106000.0,13106000.0,-25666000.0,-25666000.0,2102449000.0,9166429.0,9166429.0,-2.8,-2.8,-25666000.0,-25666000.0,0.0,-25666000.0,-25666000.0,-25666000.0,-5674000.0,-31340000.0,12772000.0,0.0,,-13106000.0,13106000.0,-31006000.0,536311000.0,290796000.0,49732000.0,49732000.0,505305000.0,1566138000.0,2071443000.0,2071443000.0,2023-06-30,,
0.0,0.289131,60811000.0,,,9065000.0,36348000.0,1490209000.0,60811000.0,24463000.0,-11711000.0,11711000.0,9065000.0,9065000.0,1993636000.0,9156566.0,9156566.0,0.99,0.99,9065000.0,9065000.0,0.0,9065000.0,9065000.0,9065000.0,3687000.0,12752000.0,31575000.0,,,-11711000.0,11711000.0,-7112000.0,503427000.0,278312000.0,36348000.0,36348000.0,496315000.0,1490209000.0,1986524000.0,1986524000.0,2023-03-31,,
336309.135887,0.344579,87133000.0,976000.0,976000.0,30734000.0,32922000.0,1979447000.0,88109000.0,55187000.0,9137000.0,8295000.0,30094309.135887,30734000.0,2260065000.0,,,,,30734000.0,30734000.0,0.0,30734000.0,30734000.0,30734000.0,16158000.0,46892000.0,-2117000.0,976000.0,-2356000.0,9137000.0,8295000.0,46668000.0,280618000.0,-270944000.0,32922000.0,32182000.0,327286000.0,1979447000.0,2306733000.0,2306733000.0,2022-12-31,,
0.0,0.257306,135371000.0,0.0,0.0,62090000.0,48566000.0,1814430000.0,135371000.0,86805000.0,-3204000.0,3204000.0,62090000.0,62090000.0,2350137000.0,9184911.0,9184911.0,6.76,6.76,62090000.0,62090000.0,0.0,62090000.0,62090000.0,62090000.0,21511000.0,83601000.0,19338000.0,0.0,,-3204000.0,3204000.0,67467000.0,535707000.0,305865000.0,48566000.0,48566000.0,603174000.0,1814430000.0,2417604000.0,2417604000.0,2024-06-30 00:00:00,0.0,0.0
