Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
54084864.0,54084864.0,318700000.0,326000000.0,1630800000.0,1950000000.0,901800000.0,1630800000.0,6800000.0,1630800000.0,1635100000.0,1630800000.0,1630800000.0,1360400000.0,,270400000.0,270400000.0,620100000.0,38700000.0,,26300000.0,9200000.0,4900000.0,4300000.0,3200000.0,581400000.0,17300000.0,,316800000.0,1900000.0,314900000.0,,10300000.0,217600000.0,,,4700000.0,212900000.0,2250900000.0,767700000.0,201200000.0,,10900000.0,10900000.0,,555600000.0,,555600000.0,15800000.0,539800000.0,,,,,1483200000.0,104200000.0,,,397700000.0,,,,,2100000.0,893100000.0,,,86100000.0,85600000.0,500000.0,,2024-03-31
54084864.0,54084864.0,456500000.0,464400000.0,1482600000.0,1939600000.0,857200000.0,1482600000.0,7400000.0,1482600000.0,1490000000.0,1482600000.0,1482600000.0,1212200000.0,,270400000.0,270400000.0,709100000.0,41400000.0,,26200000.0,12200000.0,4800000.0,7400000.0,3000000.0,667700000.0,22300000.0,,452200000.0,2600000.0,449600000.0,,13900000.0,172100000.0,,,22800000.0,149300000.0,2191700000.0,666800000.0,128800000.0,,10700000.0,10700000.0,,527300000.0,,527300000.0,3600000.0,523700000.0,,,,,1524900000.0,176800000.0,,,281200000.0,,,,,1100000.0,964000000.0,,,101800000.0,101300000.0,500000.0,,2023-09-30
54084864.0,54084864.0,551687000.0,561082000.0,1302750000.0,1855307000.0,813057000.0,1302750000.0,8525000.0,1302750000.0,1313055000.0,1302750000.0,1302750000.0,1167500000.0,1104115000.0,135212000.0,135212000.0,946138000.0,47205000.0,3683000.0,27221000.0,16301000.0,5996000.0,10305000.0,3700000.0,898933000.0,1000.0,5247000.0,544781000.0,2529000.0,542252000.0,10907000.0,10900000.0,317165000.0,12851000.0,1558000.0,5200000.0,302756000.0,2248888000.0,536899000.0,2000.0,19728000.0,50000.0,9700000.0,50000.0,517119000.0,-181329000.0,698448000.0,8477000.0,215571000.0,308450000.0,161892000.0,4058000.0,0.0,1711990000.0,1000.0,23439000.0,21233000.0,349532000.0,124815000.0,130787000.0,93930000.0,17859000.0,117381000.0,1155941000.0,-17395000.0,1173336000.0,26604000.0,25734000.0,870000.0,870000.0,2023-03-31
