Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Current Assets,Other Current Assets,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Other Non Current Assets,Non Current Prepaid Assets,Accumulated Depreciation,Gross PPE,Prepaid Assets,Other Receivables,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
105951329.0,105951329.0,510351000.0,510886000.0,24484184000.0,24995070000.0,24182494000.0,24484184000.0,24484184000.0,24484184000.0,24484184000.0,24484184000.0,23424671000.0,1059513000.0,1059513000.0,687265000.0,1000.0,687264000.0,10736000.0,510886000.0,510886000.0,165642000.0,13959000.0,151683000.0,25171449000.0,301691000.0,15000.0,325000.0,325000.0,0.0,0.0,28000.0,24869758000.0,13277922000.0,0.0,11591154000.0,682000.0,147000.0,535000.0,2024-03-31,,,,,,,,,,,,
105951329.0,105951329.0,537545000.0,538886000.0,26129213000.0,26668099000.0,25828657000.0,26129213000.0,26129213000.0,26129213000.0,26129213000.0,26129213000.0,25069700000.0,1059513000.0,1059513000.0,1046357000.0,0.0,1046357000.0,1881000.0,538886000.0,538886000.0,505590000.0,13959000.0,491631000.0,27175570000.0,300556000.0,16000.0,325000.0,325000.0,0.0,0.0,34000.0,26875014000.0,15127855000.0,0.0,11745671000.0,1488000.0,147000.0,1341000.0,2023-09-30,,,,,,,,,,,,
105951329.0,105951329.0,500689000.0,510886000.0,24498434000.0,25009320000.0,24195253000.0,24498434000.0,24498434000.0,24498434000.0,24498434000.0,24498434000.0,23438921000.0,1059513000.0,1059513000.0,699910000.0,1000.0,699909000.0,13742000.0,510886000.0,510886000.0,174898000.0,13959000.0,160939000.0,25198344000.0,303182000.0,13000.0,325000.0,325000.0,0.0,0.0,22000.0,24895162000.0,13296916000.0,0.0,11587888000.0,10358000.0,161000.0,10197000.0,2024-09-30 00:00:00,,,,,,,,,,,,
105951329.0,105951329.0,536669000.0,536749000.0,26183505000.0,26720254000.0,25886449000.0,26183505000.0,26183505000.0,26183505000.0,26183505000.0,26183505000.0,,1059513000.0,1059513000.0,805680000.0,0.0,805680000.0,-1000.0,536749000.0,536749000.0,268907000.0,22438000.0,246430000.0,26989185000.0,297056000.0,20000.0,,,,,28000.0,26692129000.0,-1000.0,8709000.0,11557651000.0,227000.0,147000.0,80000.0,2023-03-31 00:00:00,18402191000.0,25000.0,39000.0,-28000.0,25000.0,-9000.0,37000.0,13502528000.0,1623015000.0,-39611000.0,11597262000.0,80000.0
