Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Non Current Deferred Revenue,Cash Financial
72687260.0,72687260.0,2776900000.0,3065300000.0,3790100000.0,6719400000.0,590300000.0,3790100000.0,213000000.0,3867100000.0,5302300000.0,3867100000.0,3867100000.0,3503700000.0,,,363400000.0,363400000.0,5763900000.0,1716000000.0,44000000.0,,1592100000.0,156900000.0,1435200000.0,49600000.0,4047900000.0,491900000.0,1473200000.0,56100000.0,1417100000.0,,164200000.0,1761700000.0,,,75900000.0,1685800000.0,9631000000.0,4992800000.0,205600000.0,,,1607400000.0,152100000.0,152100000.0,,77000000.0,77000000.0,2934300000.0,,2934300000.0,25500000.0,2908800000.0,,,,,4638200000.0,646200000.0,,,2504500000.0,,,,4600000.0,,1134300000.0,,,348600000.0,273200000.0,75400000.0,2024-03-31,,
72687260.0,72687260.0,3091300000.0,3440900000.0,3615700000.0,6901800000.0,632100000.0,3615700000.0,227900000.0,3688800000.0,5359300000.0,3688800000.0,3688800000.0,3325400000.0,,,363400000.0,363400000.0,6447700000.0,1980200000.0,46000000.0,,1842000000.0,171500000.0,1670500000.0,61900000.0,4467500000.0,643900000.0,1598900000.0,56400000.0,1542500000.0,,148900000.0,1905700000.0,,,102700000.0,1803000000.0,10136500000.0,5036900000.0,192500000.0,,,1608600000.0,153300000.0,153300000.0,,73100000.0,73100000.0,3000300000.0,,3000300000.0,31000000.0,2969300000.0,,,,,5099600000.0,681800000.0,,,2554300000.0,,,,2200000.0,,1407500000.0,,,453800000.0,332100000.0,121700000.0,2023-09-30,,
72687260.0,72687260.0,3736673000.0,3980439000.0,3132458000.0,6931053000.0,338619000.0,3132458000.0,243766000.0,3194380000.0,5274457000.0,3194380000.0,3194380000.0,2831000000.0,-90224000.0,1641211000.0,363436000.0,363436000.0,6634861000.0,2345056000.0,200000.0,49283000.0,2265500000.0,185423000.0,2080077000.0,49300000.0,4289805000.0,355120000.0,1714939000.0,58343000.0,1656596000.0,77304000.0,144242000.0,1819481000.0,76793000.0,2634000.0,67608000.0,1672446000.0,9829241000.0,5200817000.0,1000.0,50266000.0,84370000.0,1619756000.0,77000000.0,2000000.0,75000000.0,61922000.0,61922000.0,3048896000.0,-1488542000.0,4537438000.0,14504000.0,3034400000.0,2407542000.0,1666691000.0,448701000.0,0.0,4628424000.0,600300000.0,70659000.0,384561000.0,2596499000.0,1255827000.0,501396000.0,839276000.0,9192000.0,430797000.0,1023882000.0,-110880000.0,1134762000.0,112834000.0,112834000.0,33100000.0,2023-03-31,,
