Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
85850233.0,85850233.0,,846460000.0,8146400000.0,9573780000.0,4430260000.0,8146400000.0,15910000.0,8743230000.0,9495690000.0,8743230000.0,0.0,8743230000.0,7884730000.0,,,858500000.0,858500000.0,1450070000.0,777860000.0,,,0.0,752460000.0,0.0,752460000.0,25400000.0,672210000.0,33340000.0,94000000.0,15910000.0,78090000.0,510000.0,291610000.0,,291610000.0,10193300000.0,5090830000.0,326450000.0,,102600000.0,242980000.0,242980000.0,596830000.0,596830000.0,3821970000.0,,3821970000.0,0.0,3821970000.0,,,,,5102470000.0,218250000.0,,,81340000.0,,,146490000.0,2270030000.0,,,2386360000.0,1259400000.0,1126960000.0,,2024-03-31
85850233.0,85850233.0,,131540000.0,7667780000.0,8170070000.0,4895160000.0,7667780000.0,26260000.0,8064790000.0,8093950000.0,8064790000.0,0.0,8064790000.0,7206290000.0,,,858500000.0,858500000.0,477260000.0,51330000.0,-10000.0,,0.0,34470000.0,5310000.0,29160000.0,16870000.0,425930000.0,20550000.0,97070000.0,20950000.0,76120000.0,590000.0,145980000.0,,145980000.0,8542050000.0,3220960000.0,176160000.0,,79290000.0,15820000.0,15820000.0,397010000.0,397010000.0,2552680000.0,,2552680000.0,56050000.0,2496630000.0,,,,,5321090000.0,162230000.0,,,59360000.0,,,117770000.0,1741410000.0,,,3240320000.0,2382790000.0,857530000.0,,2023-09-30
85850233.0,85850233.0,2265500000.0,2674110000.0,1432630000.0,4467390000.0,767490000.0,1432630000.0,36360000.0,1829640000.0,3835580000.0,1829640000.0,0.0,1829640000.0,,1168660000.0,0.0,655170000.0,655170000.0,3030020000.0,2034840000.0,,12990000.0,0.0,2021850000.0,15910000.0,2005940000.0,,995180000.0,26470000.0,652260000.0,20450000.0,631810000.0,590000.0,311170000.0,142400000.0,168770000.0,4859660000.0,3096980000.0,20000.0,9410000.0,82790000.0,8490000.0,8490000.0,397010000.0,397010000.0,2588190000.0,-1731210000.0,4319400000.0,0.0,123570000.0,1903190000.0,2087020000.0,205620000.0,0.0,1762670000.0,63020000.0,2080000.0,7050000.0,60700000.0,60700000.0,59230000.0,111780000.0,1076450000.0,-71760000.0,1148210000.0,382360000.0,10110000.0,372250000.0,372250000.0,2023-03-31
