Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date,Gain On Sale Of Security
0.0,0.251292,0.0,0.0,6703500000.0,721800000.0,20049000000.0,18608800000.0,38657800000.0,6703500000.0,6703500000.0,,,,,6703500000.0,6703500000.0,6703500000.0,-2900000.0,6706400000.0,6706400000.0,2250900000.0,8957300000.0,0.0,9636300000.0,3313700000.0,721800000.0,721800000.0,22135600000.0,22135600000.0,2024-03-31,
0.0,0.24617,0.0,0.0,6225600000.0,692300000.0,18949400000.0,17977600000.0,36927000000.0,6225600000.0,6225600000.0,1235238095.0,1232792079.0,5.04,5.05,6225600000.0,6225600000.0,6225600000.0,-3900000.0,6229500000.0,6229500000.0,2034300000.0,8263800000.0,0.0,9222500000.0,2861900000.0,692300000.0,692300000.0,20827300000.0,20827300000.0,2023-12-31,
0.0,0.249751,0.0,0.0,3586900000.0,663600000.0,17716400000.0,15971900000.0,33688300000.0,3586900000.0,3586900000.0,1580132159.0,1573201754.0,2.27,2.28,3586900000.0,3586900000.0,3586900000.0,-35300000.0,3622200000.0,3622200000.0,1205800000.0,4828000000.0,0.0,8619500000.0,2371300000.0,663600000.0,663600000.0,19238000000.0,19238000000.0,2023-09-30,
0.0,0.277302,0.0,0.0,6813300000.0,649800000.0,18043300000.0,14774000000.0,32817300000.0,6813300000.0,6813300000.0,1236533575.0,1234293478.0,5.51,5.52,6813300000.0,6813300000.0,6813300000.0,64100000.0,6749200000.0,6749200000.0,2589700000.0,9338900000.0,0.0,9528700000.0,2886600000.0,649800000.0,649800000.0,19583900000.0,19583900000.0,2023-03-31,
0.0,0.248048,0.0,0.0,6614300000.0,630400000.0,17605700000.0,13729700000.0,31335400000.0,6614300000.0,6614300000.0,1236317757.0,1234011194.0,5.35,5.36,6614300000.0,6614300000.0,6614300000.0,-29500000.0,6643800000.0,6643800000.0,2191600000.0,8835400000.0,0.0,8464400000.0,2491400000.0,630400000.0,630400000.0,19047300000.0,19047300000.0,2022-12-31,
0.0,0.248628,0.0,0.0,4976600000.0,758200000.0,19627300000.0,19603300000.0,39230600000.0,4976600000.0,4976600000.0,1237960199.0,1234888337.0,4.02,4.03,4976600000.0,4976600000.0,4976600000.0,6500000.0,4970100000.0,4970100000.0,1644600000.0,6614700000.0,0.0,9566100000.0,2891700000.0,758200000.0,758200000.0,21535600000.0,21535600000.0,2024-06-30 00:00:00,38800000.0
0.0,0.249751,0.0,0.0,3586900000.0,663600000.0,17716400000.0,15971900000.0,33688300000.0,3586900000.0,3586900000.0,1236862069.0,1232611684.0,2.9,2.91,3586900000.0,3586900000.0,3586900000.0,-35300000.0,3622200000.0,3622200000.0,1205800000.0,4828000000.0,0.0,8619500000.0,2371300000.0,663600000.0,663600000.0,19238000000.0,19238000000.0,2023-06-30 00:00:00,98000000.0
