Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Write Off
0.0,0.4,80711000.0,0.0,0.0,-49023000.0,34494000.0,0.0,80711000.0,46217000.0,-36486000.0,36486000.0,-49023000.0,-49023000.0,161808000.0,,,,,-49023000.0,-49023000.0,0.0,-49023000.0,8237000.0,-57261000.0,0.0,-57261000.0,66991000.0,9731000.0,19261000.0,0.0,,-36486000.0,36486000.0,69045000.0,161808000.0,90087000.0,34494000.0,34494000.0,230853000.0,0.0,230853000.0,230853000.0,2024-03-31,
0.0,0.203031,126304000.0,0.0,0.0,47288000.0,34330000.0,3363000.0,126304000.0,91974000.0,-38992000.0,38992000.0,47288000.0,47288000.0,106987000.0,57668293.0,57668293.0,0.82,0.82,47288000.0,47288000.0,0.0,47288000.0,5064000.0,42225000.0,0.0,42225000.0,10757000.0,52982000.0,11276000.0,0.0,,-38992000.0,38992000.0,127165000.0,103624000.0,39000000.0,34330000.0,34330000.0,230789000.0,3363000.0,234152000.0,234152000.0,2023-12-31,
-59002500.0,0.3,126752000.0,-196675000.0,-196675000.0,-152703000.0,34279000.0,1682000.0,-69923000.0,-104202000.0,-40911000.0,40911000.0,-15030500.0,-152703000.0,108711000.0,57544381.0,57544381.0,-2.653656,-2.653656,-152703000.0,-152703000.0,0.0,-152703000.0,3787000.0,-156489000.0,0.0,-156489000.0,11376000.0,-145113000.0,12852000.0,-196675000.0,196675000.0,-40911000.0,40911000.0,132617000.0,107029000.0,45693000.0,34279000.0,34279000.0,239646000.0,1682000.0,241328000.0,241328000.0,2023-09-30,
0.0,0.26361,198038000.0,0.0,0.0,92525000.0,34268000.0,0.0,198038000.0,163770000.0,-42208000.0,42208000.0,92525000.0,92525000.0,117152000.0,57468944.0,57468944.0,1.61,1.61,92525000.0,92525000.0,0.0,92525000.0,3008000.0,89517000.0,0.0,89517000.0,32045000.0,121562000.0,106055000.0,0.0,,-42208000.0,42208000.0,106842000.0,117152000.0,59704000.0,34268000.0,34268000.0,223994000.0,0.0,223994000.0,223994000.0,2023-06-30,
0.0,0.3,-44503000.0,,,-216539000.0,44566000.0,214794000.0,-44503000.0,-89069000.0,-6618000.0,43924000.0,-216539000.0,-216539000.0,329753000.0,,,,,-216539000.0,-216539000.0,0.0,-216539000.0,7028000.0,-223566000.0,0.0,-223566000.0,90573000.0,-132993000.0,-25514000.0,,,-6618000.0,43924000.0,-77542000.0,114959000.0,3319000.0,44566000.0,44566000.0,37417000.0,214794000.0,252211000.0,252211000.0,2023-03-31,
,,,0.0,0.0,,,,,,,,,,,57683784.0,57683784.0,0.74,0.74,,,,,,,,,,,,0.0,,,,,,,,,,,,,2022-12-31,
10831968.267211,0.014241,142239000.0,760623000.0,760623000.0,825213000.0,34634000.0,54665000.0,902862000.0,868228000.0,-34012000.0,34012000.0,75421968.267211,825213000.0,155880000.0,57546234.0,57546234.0,14.34,14.34,825213000.0,825213000.0,0.0,825213000.0,2877000.0,822336000.0,0.0,822336000.0,11880000.0,834216000.0,14120000.0,760623000.0,-811128000.0,-34012000.0,34012000.0,89796000.0,101215000.0,37973000.0,34634000.0,34634000.0,191011000.0,54665000.0,245676000.0,245676000.0,2024-06-30 00:00:00,50505000.0
