Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,307866529.0,307866529.0,7455705000.0,11538494000.0,17814079000.0,29402656000.0,52408522000.0,17814079000.0,,17864162000.0,29402656000.0,17883516000.0,19354000.0,17864162000.0,17248429000.0,,,615733000.0,615733000.0,60863853000.0,58425513000.0,554400000.0,,11538494000.0,,11538494000.0,78698000.0,2438340000.0,,,,,,2438340000.0,2345898000.0,43258000.0,49184000.0,78747369000.0,23900507000.0,820053000.0,353317000.0,18926108000.0,18926108000.0,765786000.0,50083000.0,50083000.0,2985160000.0,,2985160000.0,12711000.0,2972449000.0,,,,,54846862000.0,,9322109000.0,372936000.0,476476000.0,,,44675341000.0,40592552000.0,4082789000.0,,,2024-03-31
,305815461.0,305815461.0,5782535000.0,9011582000.0,14749397000.0,24365423000.0,46736691000.0,14749397000.0,,15353841000.0,24365423000.0,15347672000.0,-6169000.0,15353841000.0,14742210000.0,,,611631000.0,611631000.0,54663328000.0,52928591000.0,633519000.0,,9011582000.0,,9011582000.0,69017000.0,1734737000.0,,,,,,1734737000.0,1444365000.0,248739000.0,41633000.0,70011000000.0,21539572000.0,341126000.0,397004000.0,16574614000.0,16574614000.0,765786000.0,604444000.0,604444000.0,2856598000.0,,2856598000.0,91036000.0,2765562000.0,,,,,48471428000.0,,7846261000.0,323635000.0,368350000.0,,,39933182000.0,36704135000.0,3229047000.0,,,2023-09-30
,305528966.0,305528966.0,3164030000.0,5160050000.0,12775540000.0,18361220000.0,7461770000.0,12775540000.0,301620000.0,13502790000.0,15075420000.0,13497480000.0,-5310000.0,13502790000.0,93260000.0,10403460000.0,1261560000.0,611060000.0,611060000.0,38876520000.0,1913630000.0,576987000.0,56940000.0,1776940000.0,204310000.0,1572630000.0,66114000.0,36962890000.0,3383110000.0,97310000.0,3285800000.0,9170000.0,853480000.0,469120000.0,372700000.0,71200000.0,25220000.0,52374000000.0,7949340000.0,12340000.0,303350000.0,2911080000.0,2911080000.0,765790000.0,727250000.0,727250000.0,2907310000.0,-1545590000.0,4452900000.0,4500000.0,167820000.0,833030000.0,2755960000.0,691590000.0,0.0,44424660000.0,344260000.0,5219580000.0,322228000.0,221890000.0,-153620000.0,375510000.0,38638930000.0,36944530000.0,1694400000.0,0.0,1694400000.0,2023-03-31
