Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
23467449.0,23467449.0,1631000.0,1087874000.0,1290925000.0,630093000.0,1087874000.0,1289294000.0,1290925000.0,1289294000.0,1289294000.0,1242359000.0,,,46935000.0,46935000.0,233130000.0,67637000.0,,1631000.0,1631000.0,66006000.0,165493000.0,146085000.0,,,,18563000.0,,18563000.0,1522424000.0,726838000.0,18197000.0,,13522000.0,,462678000.0,462678000.0,201420000.0,201420000.0,31021000.0,,,,,,795586000.0,45706000.0,,112941000.0,449044000.0,187895000.0,4086000.0,183809000.0,,2024-03-31
23467449.0,23467449.0,3295000.0,995807000.0,1208347000.0,580498000.0,995807000.0,1205052000.0,1207528000.0,1205052000.0,1205052000.0,1158117000.0,,,46935000.0,46935000.0,251768000.0,65181000.0,,2476000.0,2476000.0,62705000.0,186587000.0,81076000.0,819000.0,819000.0,,104692000.0,,104692000.0,1456820000.0,689735000.0,21130000.0,,15405000.0,279000.0,405669000.0,405669000.0,209245000.0,209245000.0,38007000.0,,,,,,767085000.0,21539000.0,,76034000.0,517794000.0,151718000.0,16950000.0,134768000.0,,2023-09-30
23467449.0,23467449.0,4082000.0,931152000.0,1129479000.0,692954000.0,931152000.0,1125397000.0,1127984000.0,1125397000.0,1125397000.0,20803000.0,688474000.0,330571000.0,46935000.0,46935000.0,201281000.0,64805000.0,62218000.0,2587000.0,2587000.0,62218000.0,136476000.0,92438000.0,1495000.0,1495000.0,63552000.0,70725000.0,28183000.0,42542000.0,1326678000.0,497248000.0,8274000.0,3513000.0,15101000.0,,236085000.0,236085000.0,194245000.0,194245000.0,43543000.0,-277261000.0,320803000.0,305078000.0,15725000.0,0.0,829430000.0,1000.0,57420000.0,91241000.0,536650000.0,144118000.0,22291000.0,144118000.0,144118000.0,2023-03-31
