Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
918800.0,1440054012.0,1440972812.0,9539300000.0,9912200000.0,34963600000.0,49328000000.0,23495500000.0,34963600000.0,139600000.0,39555400000.0,41247500000.0,39998300000.0,442900000.0,39555400000.0,38115300000.0,,,1440100000.0,1440100000.0,24870000000.0,3030500000.0,,772800000.0,1782800000.0,90700000.0,1692100000.0,474900000.0,21839500000.0,1053700000.0,,8129400000.0,48900000.0,8080500000.0,,122700000.0,8125000000.0,,,48800000.0,8076200000.0,64868300000.0,19533300000.0,601100000.0,,2234800000.0,2234800000.0,195000000.0,4591800000.0,4330100000.0,261700000.0,6617500000.0,,6617500000.0,1540900000.0,5076600000.0,,,,,45335000000.0,5910500000.0,,,7744200000.0,,,,,200100000.0,525000000.0,22154800000.0,,,8800400000.0,8567100000.0,233300000.0,,,2024-03-31
1105600.0,1427667212.0,1428772812.0,6344400000.0,8958800000.0,32186100000.0,44206700000.0,22380300000.0,32186100000.0,348400000.0,35596300000.0,36917900000.0,36044100000.0,447800000.0,35596300000.0,34168600000.0,,,1427700000.0,1427700000.0,23151400000.0,2518900000.0,,533200000.0,1528000000.0,206400000.0,1321600000.0,457700000.0,20632500000.0,1073600000.0,,7430800000.0,142000000.0,7288800000.0,,131900000.0,8379600000.0,,,145200000.0,8234400000.0,59195500000.0,16182700000.0,620700000.0,,937600000.0,937600000.0,193200000.0,3410200000.0,3148500000.0,261700000.0,6074900000.0,,6074900000.0,664400000.0,5410500000.0,,,,,43012800000.0,4265100000.0,,6654300000.0,8124900000.0,,,,,210100000.0,348500000.0,18806700000.0,,,4603200000.0,2337200000.0,2266000000.0,,,2023-09-30
1382200.0,1376376121.0,1377758321.0,8535200000.0,9362500000.0,28660600000.0,40239800000.0,19399900000.0,28660600000.0,198100000.0,31075400000.0,32179100000.0,31441400000.0,366000000.0,31075400000.0,298900000.0,17865800000.0,11372800000.0,1376400000.0,1376400000.0,23284500000.0,1862900000.0,409000000.0,288200000.0,1165700000.0,62000000.0,1103700000.0,409000000.0,21421600000.0,438900000.0,195200000.0,8196800000.0,136100000.0,8060700000.0,195000000.0,123000000.0,12623100000.0,1436700000.0,8300000.0,195200000.0,11178100000.0,54725900000.0,13904400000.0,395500000.0,0.0,471100000.0,471100000.0,185700000.0,2414800000.0,2153100000.0,261700000.0,6144600000.0,-4622900000.0,10767500000.0,1100500000.0,520000000.0,6862900000.0,2065900000.0,218200000.0,0.0,40821500000.0,-8300000.0,2589700000.0,5229600000.0,7578500000.0,41400000.0,2081200000.0,2270600000.0,3185300000.0,4086300000.0,1716300000.0,18861100000.0,-200000000.0,19061100000.0,768300000.0,139100000.0,629200000.0,308400000.0,320800000.0,2023-03-31
