Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Deferred Revenue
22300.0,66551431.0,66573731.0,32432900000.0,41810600000.0,36622800000.0,80428600000.0,29474200000.0,36622800000.0,7555400000.0,46173400000.0,69849500000.0,50552600000.0,4379200000.0,46173400000.0,45507900000.0,,,665500000.0,665500000.0,81176900000.0,36758900000.0,3680500000.0,1986400000.0,30097400000.0,6421300000.0,23676100000.0,44418000000.0,5509300000.0,11713200000.0,1134100000.0,10579100000.0,1301400000.0,21087300000.0,,,447600000.0,20639700000.0,131729500000.0,57837300000.0,1223600000.0,,1715900000.0,4651900000.0,,4651900000.0,,14305400000.0,9550600000.0,6900800000.0,2649800000.0,26188300000.0,,26188300000.0,699500000.0,25488800000.0,,,,,73892200000.0,7825900000.0,,0.0,,,35141700000.0,,,,254500000.0,14071500000.0,,,16598600000.0,14776300000.0,1822300000.0,,2024-03-31,
22300.0,66551431.0,66573731.0,27487000000.0,34363000000.0,41719300000.0,70955800000.0,26816000000.0,41719300000.0,5345000000.0,41937800000.0,64238000000.0,42156700000.0,218900000.0,41937800000.0,41272300000.0,,,665500000.0,665500000.0,62939000000.0,28085900000.0,312300000.0,74400000.0,26704600000.0,4404400000.0,22300200000.0,34853100000.0,4403600000.0,7658400000.0,940600000.0,6717800000.0,925100000.0,17399300000.0,,,17600000.0,17381700000.0,105095700000.0,43426600000.0,932300000.0,,1985400000.0,4311700000.0,,4311700000.0,,14385500000.0,218500000.0,208400000.0,10100000.0,20937800000.0,,20937800000.0,517800000.0,20420000000.0,,,,,61669100000.0,5814700000.0,,49700000.0,,,27961200000.0,,,,176300000.0,11585700000.0,,,16081500000.0,14550500000.0,1531000000.0,1531000000.0,2023-09-30,
,66573731.0,66573731.0,19562349000.0,25301393000.0,28900413000.0,50271033000.0,12350547000.0,28900413000.0,4020074000.0,28989714000.0,38897038000.0,29839794000.0,850080000.0,28989714000.0,18272000.0,11612139000.0,4968664000.0,665737000.0,665737000.0,52101601000.0,14502949000.0,335470000.0,80237000.0,13092616000.0,3185292000.0,9907324000.0,37598652000.0,158231000.0,12208777000.0,834782000.0,11373995000.0,874598000.0,19360820000.0,2427518000.0,11751000.0,2837000.0,16918714000.0,81941395000.0,31992196000.0,70747000.0,1422959000.0,1956052000.0,3145649000.0,1725212000.0,1151021000.0,269416000.0,4392577000.0,89301000.0,79164000.0,10137000.0,19705188000.0,-14892165000.0,34597353000.0,394522000.0,19310400000.0,17754132000.0,14916304000.0,1532395000.0,0.0,49949199000.0,425850000.0,2292000.0,1055000.0,110071000.0,3955235000.0,24965591000.0,19061908000.0,2491203000.0,3412480000.0,1042607000.0,7443249000.0,-714221000.0,8157470000.0,12003249000.0,10284279000.0,1718970000.0,1718970000.0,2023-03-31,
