Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
9151052.0,9151052.0,1730824000.0,3336804000.0,2475526000.0,5812330000.0,2069884000.0,2475526000.0,2475526000.0,2546076000.0,2475526000.0,2475526000.0,,,,91511000.0,91511000.0,3657239000.0,87234000.0,16684000.0,70550000.0,70550000.0,3570005000.0,90356000.0,3266254000.0,3266254000.0,,5493000.0,192685000.0,,42248000.0,150437000.0,6132765000.0,492876000.0,6979000.0,,90701000.0,90701000.0,,274089000.0,,274089000.0,710000.0,273379000.0,,,,,5639889000.0,204368000.0,,,2184068000.0,,,,607357000.0,,,2644096000.0,1038116000.0,1605980000.0,,2024-03-31
9151052.0,9151052.0,872794000.0,1128450000.0,2119597000.0,3248047000.0,1739542000.0,2119597000.0,2119597000.0,2209597000.0,2119597000.0,2119597000.0,2028086000.0,,,91511000.0,91511000.0,2062713000.0,98015000.0,8015000.0,90000000.0,90000000.0,1964698000.0,222523000.0,1038450000.0,1038450000.0,,7084000.0,684864000.0,,83133000.0,601731000.0,4182310000.0,478070000.0,505000.0,,80202000.0,80202000.0,0.0,268275000.0,,268275000.0,42139000.0,226136000.0,,,,,3704240000.0,83880000.0,,,1687076000.0,,,,1341707000.0,,,591577000.0,335921000.0,255656000.0,,2023-09-30
9151052.0,9151052.0,4196499000.0,4222016000.0,1860267000.0,6082283000.0,1497512000.0,1860267000.0,1860267000.0,1950267000.0,1860267000.0,1860267000.0,1768756000.0,1188977000.0,313101000.0,91511000.0,91511000.0,5827315000.0,104347000.0,14347000.0,90000000.0,90000000.0,5722968000.0,90086000.0,4132016000.0,4132016000.0,4968000.0,4968000.0,1474085000.0,5238000.0,41279000.0,1427568000.0,7687582000.0,467102000.0,14727000.0,24856000.0,65136000.0,65136000.0,0.0,254054000.0,-133702000.0,387756000.0,32819000.0,221235000.0,280863000.0,62138000.0,11936000.0,0.0,7220480000.0,373806000.0,1991220000.0,360818000.0,3279393000.0,1101712000.0,2177681000.0,13593000.0,1549718000.0,-1710000.0,1551428000.0,25738000.0,221000.0,25517000.0,25517000.0,2023-03-31
