Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
0.0,0.240501,1038818000.0,,,694754000.0,67516000.0,1008055000.0,1038818000.0,971302000.0,-56549000.0,56549000.0,694754000.0,694754000.0,2976754000.0,,,,,695525000.0,695525000.0,0.0,695525000.0,695691000.0,,0.0,694920000.0,219999000.0,914753000.0,125335000.0,,-56549000.0,56549000.0,845967000.0,1968699000.0,1414899000.0,67516000.0,67516000.0,2814666000.0,1008055000.0,3822721000.0,3822721000.0,2024-03-31,
0.0,0.213647,647047000.0,0.0,0.0,432602000.0,67426000.0,826013000.0,647047000.0,579621000.0,-29484000.0,29484000.0,432602000.0,432602000.0,2426310000.0,20381865.0,20381865.0,21.23,21.23,432707000.0,432707000.0,0.0,432707000.0,432707000.0,105000.0,0.0,432602000.0,117535000.0,550137000.0,112201000.0,0.0,-29484000.0,29484000.0,467420000.0,1600297000.0,1060769000.0,67426000.0,67426000.0,2067717000.0,826013000.0,2893730000.0,2893730000.0,2023-12-31,
0.0,0.229663,786442000.0,0.0,0.0,523941000.0,62947000.0,928428000.0,786442000.0,723495000.0,-42226000.0,42226000.0,523941000.0,523941000.0,2660435000.0,20347223.0,20347223.0,25.75,25.75,523941000.0,523941000.0,0.0,523941000.0,523941000.0,,0.0,523941000.0,156462000.0,681269000.0,100848000.0,0.0,-42226000.0,42226000.0,622547000.0,1732007000.0,1181304000.0,62947000.0,62947000.0,2354554000.0,928428000.0,3282982000.0,3282982000.0,2023-09-30,
0.0,0.24754,675750000.0,0.0,0.0,429632000.0,60927000.0,894334000.0,675750000.0,614823000.0,-43841000.0,43841000.0,429632000.0,429632000.0,2735367000.0,20381025.0,20381025.0,21.08,21.08,429632000.0,429632000.0,0.0,429632000.0,429632000.0,-10000.0,0.0,429642000.0,141341000.0,570982000.0,93517000.0,0.0,-43841000.0,43841000.0,521306000.0,1841033000.0,1290151000.0,60927000.0,60927000.0,2362339000.0,894334000.0,3256673000.0,3256673000.0,2023-06-30,
55378336.315354,0.239518,606648000.0,231207000.0,231207000.0,596670000.0,58448000.0,2124917000.0,837855000.0,779407000.0,2116000.0,-5184000.0,420841336.315354,596670000.0,2954452000.0,,,,,596670000.0,596670000.0,0.0,596670000.0,596670000.0,,0.0,596667000.0,187924000.0,784591000.0,-200589000.0,-13319000.0,2116000.0,-5184000.0,629739000.0,829535000.0,-1108633000.0,58448000.0,58448000.0,1459274000.0,2124917000.0,3584191000.0,3584191000.0,2023-03-31,
,,,0.0,0.0,,,,,,,,,,,20615896.0,20615896.0,17.74,17.74,,,,,,-3000.0,,,,,,0.0,,,,,,,,,,,,2022-12-31,
0.0,0.246673,749464000.0,0.0,0.0,467612000.0,67046000.0,898736000.0,749464000.0,682418000.0,-61689000.0,61689000.0,467612000.0,467612000.0,2785634000.0,20000513.0,20000513.0,23.38,23.38,467612000.0,467612000.0,0.0,467612000.0,467770000.0,,0.0,467770000.0,153117000.0,620729000.0,105507000.0,0.0,-61689000.0,61689000.0,576911000.0,1886898000.0,1285194000.0,67046000.0,67046000.0,2463809000.0,898736000.0,3362545000.0,3362545000.0,2024-06-30 00:00:00,-158000.0
