Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current
8841523.0,8841523.0,596000000.0,36062000000.0,36062000000.0,33197000000.0,36062000000.0,596000000.0,36062000000.0,36062000000.0,36062000000.0,36062000000.0,35974000000.0,,,88000000.0,88000000.0,12889000000.0,693000000.0,,485000000.0,485000000.0,196000000.0,12196000000.0,1658000000.0,111000000.0,111000000.0,894000000.0,8369000000.0,,,756000000.0,7613000000.0,48951000000.0,3558000000.0,547000000.0,,703000000.0,,262000000.0,262000000.0,0.0,,1717000000.0,,1717000000.0,19000000.0,1698000000.0,,,,,45393000000.0,731000000.0,,,,1591000000.0,,,,,9261000000.0,,,33810000000.0,5586000000.0,28224000000.0,,2024-03-31,,
8841523.0,8841523.0,259000000.0,33348000000.0,33349000000.0,30334000000.0,33348000000.0,259000000.0,33349000000.0,33349000000.0,33349000000.0,33349000000.0,33261000000.0,,,88000000.0,88000000.0,13324000000.0,295000000.0,3000000.0,117000000.0,117000000.0,175000000.0,13029000000.0,1172000000.0,142000000.0,142000000.0,1305000000.0,8524000000.0,,,778000000.0,7746000000.0,46673000000.0,3310000000.0,532000000.0,,724000000.0,,298000000.0,298000000.0,1000000.0,,1407000000.0,,1407000000.0,37000000.0,1370000000.0,,,,,43363000000.0,777000000.0,,,,1919000000.0,,,,,10041000000.0,,,30626000000.0,7090000000.0,23536000000.0,,2023-09-30,,
8841523.0,8841523.0,363400000.0,31884900000.0,31885100000.0,28697600000.0,31884900000.0,363400000.0,31885100000.0,31885100000.0,31885100000.0,31885100000.0,129700000.0,29958200000.0,157700000.0,88400000.0,88400000.0,12619900000.0,348100000.0,,175100000.0,175100000.0,173000000.0,12271800000.0,1470400000.0,188300000.0,188300000.0,2783500000.0,8125300000.0,408300000.0,5800000.0,463700000.0,7247500000.0,44505000000.0,3535600000.0,607000000.0,736700000.0,721300000.0,5800000.0,146200000.0,146200000.0,200000.0,200000.0,1532400000.0,-1419600000.0,2952000000.0,24000000.0,308400000.0,1751000000.0,865600000.0,3000000.0,0.0,40969400000.0,717400000.0,2000000.0,6900000.0,866600000.0,1646500000.0,511200000.0,402000000.0,733300000.0,5215100000.0,9377600000.0,-443200000.0,9820800000.0,23854700000.0,19045400000.0,4809300000.0,4809300000.0,2023-03-31,,
