Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
8131392.0,8131392.0,56937000.0,60103000.0,97605000.0,157708000.0,-18331000.0,97605000.0,97605000.0,123768000.0,97605000.0,97605000.0,16291000.0,,81314000.0,81314000.0,84675000.0,29139000.0,-1000.0,,2686000.0,26163000.0,26163000.0,291000.0,55536000.0,17831000.0,33940000.0,33940000.0,,1008000.0,2757000.0,,,2757000.0,182280000.0,145075000.0,,,0.0,2350000.0,2350000.0,,,0.0,,142725000.0,,142725000.0,4296000.0,138429000.0,,,,,37205000.0,4122000.0,,,24904000.0,,,,0.0,4903000.0,3276000.0,110000.0,3166000.0,,2023-09-30
8131392.0,8131392.0,62269000.0,64467000.0,108649000.0,173116000.0,-4437000.0,108649000.0,108649000.0,138275000.0,108649000.0,108649000.0,27335000.0,20882000.0,81314000.0,81314000.0,103322000.0,33520000.0,,1354000.0,2540000.0,29626000.0,29626000.0,1354000.0,69802000.0,18481000.0,34841000.0,34841000.0,1008000.0,1008000.0,33953000.0,18481000.0,0.0,15472000.0,211971000.0,146606000.0,-1000.0,2707000.0,0.0,0.0,2707000.0,0.0,0.0,0.0,0.0,143900000.0,-48233000.0,192133000.0,4296000.0,7682000.0,32665000.0,35320000.0,112170000.0,0.0,65365000.0,2648000.0,361000.0,1529000.0,25984000.0,13837000.0,12147000.0,136000.0,983000.0,34174000.0,2198000.0,361000.0,2198000.0,2198000.0,2023-03-31
