Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Interest Income,Rent Expense Supplemental,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Total Other Finance Cost,Interest Income Non Operating,Amortization,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees
0.0,0.166178,6856463000.0,4712385000.0,1046877000.0,7372885000.0,6856463000.0,5809586000.0,-93822000.0,93822000.0,4712385000.0,4712385000.0,19546827000.0,,,,,4712385000.0,4712385000.0,0.0,4712385000.0,-53544000.0,4765929000.0,4765929000.0,949835000.0,5715764000.0,921280000.0,-93822000.0,93822000.0,4864165000.0,12173942000.0,5311968000.0,1046877000.0,1046877000.0,17038107000.0,7372885000.0,24410992000.0,24410992000.0,2024-03-31,,,,,,,,,,,,,,,
0.0,0.182305,6812412000.0,4537600000.0,1097266000.0,8275893000.0,6812412000.0,5715146000.0,-91854000.0,91854000.0,4537600000.0,4537600000.0,21101793000.0,401202476.0,400494263.0,11.31,11.33,4537600000.0,4537600000.0,0.0,4537600000.0,-60537000.0,4598137000.0,4598137000.0,1025155000.0,5623292000.0,701326000.0,-91854000.0,91854000.0,4967796000.0,12825900000.0,6045107000.0,1097266000.0,1097266000.0,17793696000.0,8275893000.0,26069589000.0,26069589000.0,2023-12-31,,,,,,,,,,,,,,,
0.0,0.202516,7460958000.0,5010260000.0,964845000.0,8248602000.0,7460958000.0,6496113000.0,-86242000.0,86242000.0,5010260000.0,5010260000.0,21219375000.0,401141713.0,400500400.0,12.49,12.51,5010260000.0,5010260000.0,0.0,5010260000.0,-101507000.0,5111767000.0,5111767000.0,1298104000.0,6409871000.0,599784000.0,-86242000.0,86242000.0,5861615000.0,12970773000.0,6286341000.0,964845000.0,964845000.0,18832388000.0,8248602000.0,27080990000.0,27080990000.0,2023-09-30,,,,,,,,,,,,,,,
0.0,0.208622,7181602000.0,4868722000.0,873549000.0,8199579000.0,7181602000.0,6308053000.0,-63398000.0,63398000.0,4868722000.0,4868722000.0,20111567000.0,400588440.0,400588440.0,12.153925,12.153925,4868722000.0,4868722000.0,0.0,4868722000.0,-73162000.0,4941884000.0,4941884000.0,1302771000.0,6244655000.0,586189000.0,-63398000.0,63398000.0,5674608000.0,11911988000.0,5509338000.0,873549000.0,873549000.0,17586596000.0,8199579000.0,25786175000.0,25786175000.0,2023-06-30,,,,,,,,,,,,,,,
0.0,0.221548,4683946000.0,2854421000.0,845195000.0,6392220000.0,4683946000.0,3838751000.0,-121890000.0,65880000.0,2854421000.0,2854421000.0,17601149000.0,,,,,2854421000.0,2854421000.0,0.0,2854421000.0,-82577000.0,2936998000.0,2936998000.0,835873000.0,3772871000.0,1152398000.0,-121890000.0,65880000.0,2925521000.0,11208929000.0,11067859000.0,845195000.0,2036175000.0,14134450000.0,6392220000.0,20526670000.0,20526670000.0,2023-03-31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,400588440.0,400588440.0,7.093375,7.093375,,,,,,,,,,,,,,,,,,,,,,2022-12-31,,,,,,,,,,,,,,,
0.0,0.186558,7862700000.0,5364900000.0,1077400000.0,8125300000.0,7862700000.0,6785300000.0,-109100000.0,109100000.0,5364900000.0,5364900000.0,23194000000.0,401264024.0,400664675.0,13.37,13.39,5364900000.0,5364900000.0,0.0,5364900000.0,-65800000.0,5430700000.0,5430700000.0,1245500000.0,6676200000.0,1006000000.0,-109100000.0,109100000.0,5740200000.0,15068700000.0,7653500000.0,1077400000.0,1077400000.0,20808900000.0,8125300000.0,28934200000.0,28934200000.0,2024-06-30 00:00:00,,,,,,,,,,,,,,,
