Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Defined Pension Benefit
104500000.0,104500000.0,13558000.0,14314967000.0,14633434000.0,5585341000.0,14314967000.0,13558000.0,14633434000.0,14633434000.0,15071875000.0,438441000.0,14633434000.0,13588434000.0,,1045000000.0,1045000000.0,2744618000.0,344135000.0,311000.0,,,186533000.0,8233000.0,8233000.0,49412000.0,2400483000.0,288861000.0,5325000.0,5325000.0,,267777000.0,335511000.0,,,55086000.0,280425000.0,17816493000.0,9830669000.0,101201000.0,,2447000.0,5879897000.0,,5879897000.0,,246921000.0,246921000.0,318467000.0,318467000.0,3135035000.0,,3135035000.0,0.0,3135035000.0,,,,7985824000.0,323715000.0,,,548000.0,,668281000.0,,,6993280000.0,6808442000.0,184838000.0,,2024-03-31,
104500000.0,104500000.0,20154000.0,12000896000.0,12269211000.0,4253100000.0,12000896000.0,20154000.0,12269211000.0,12269211000.0,12705615000.0,436404000.0,12269211000.0,11224211000.0,,1045000000.0,1045000000.0,3616357000.0,306990000.0,162000.0,,,114982000.0,10113000.0,10113000.0,92595000.0,3309367000.0,1548219000.0,10041000.0,10041000.0,,274276000.0,316405000.0,,,42488000.0,273917000.0,16321972000.0,8759505000.0,47688000.0,,1930000.0,5162649000.0,,5162649000.0,,237793000.0,237793000.0,268315000.0,268315000.0,2827673000.0,,2827673000.0,1813513000.0,1014160000.0,,,,7562467000.0,239400000.0,,,550000.0,,893503000.0,,,6429014000.0,6188404000.0,240610000.0,,2023-09-30,
104500000.0,104500000.0,23705000.0,11882086000.0,12137299000.0,4720100000.0,11882086000.0,23705000.0,12137299000.0,12137299000.0,12571375000.0,434076000.0,12137299000.0,11092299000.0,10977701000.0,1045000000.0,1045000000.0,2000325000.0,158224000.0,92000.0,98141000.0,92000.0,48378000.0,11613000.0,11613000.0,59653000.0,1842101000.0,139961000.0,12092000.0,12092000.0,209313000.0,175214000.0,233385000.0,3051000.0,10248000.0,23917000.0,196169000.0,14571700000.0,8009499000.0,25828000.0,228393000.0,2646000.0,4419368000.0,3001801000.0,87000.0,1417480000.0,257144000.0,257144000.0,255213000.0,255213000.0,2733658000.0,-415480000.0,3149138000.0,1731632000.0,58551000.0,708198000.0,650757000.0,0.0,6562201000.0,171066000.0,1182351000.0,126058000.0,261865000.0,74790000.0,173916000.0,-133553000.0,307469000.0,4743221000.0,4690497000.0,52724000.0,52724000.0,2023-03-31,
