Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Intangible Assets,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable
20249392.0,20249392.0,1494522000.0,1515844000.0,918024000.0,2433868000.0,795538000.0,918024000.0,918024000.0,1269343000.0,931783000.0,13759000.0,918024000.0,816777000.0,,,101247000.0,101247000.0,1947078000.0,376385000.0,22213000.0,,0.0,351319000.0,351319000.0,418000.0,1570693000.0,114847000.0,,1164525000.0,1164525000.0,,63604000.0,99335000.0,,,11960000.0,87375000.0,2878861000.0,512630000.0,7562000.0,,4343000.0,24427000.0,24427000.0,,,0.0,0.0,476298000.0,,476298000.0,94278000.0,382020000.0,,,,,2366231000.0,38966000.0,,,2028459000.0,,,,29470000.0,1678000.0,217381000.0,50277000.0,28955000.0,21322000.0,,,2024-03-31,,,
20249392.0,20249392.0,1415820000.0,1444503000.0,790551000.0,2235054000.0,898221000.0,790551000.0,790551000.0,1206892000.0,792071000.0,1520000.0,790551000.0,689304000.0,,,101247000.0,101247000.0,1735381000.0,426426000.0,3124000.0,,0.0,416341000.0,416341000.0,711000.0,1308955000.0,91090000.0,,1028162000.0,1028162000.0,,235000.0,140232000.0,,,12392000.0,127840000.0,2527452000.0,320276000.0,2378000.0,,637000.0,23145000.0,23145000.0,,,,,294116000.0,,294116000.0,85422000.0,208694000.0,,,,,2207176000.0,46231000.0,,,2029948000.0,,,,52945000.0,1138000.0,24166000.0,52748000.0,24065000.0,28683000.0,,,2023-09-30,,,
20249392.0,20249392.0,1365202000.0,1383267000.0,735972000.0,2119239000.0,830707000.0,735972000.0,735972000.0,917047000.0,736565000.0,593000.0,735972000.0,634790000.0,460535000.0,120848000.0,101247000.0,101247000.0,1779555000.0,355120000.0,5978000.0,165500000.0,276000.0,181075000.0,181075000.0,711000.0,1424435000.0,829000.0,13641000.0,1202192000.0,1202192000.0,235000.0,235000.0,121794000.0,22766000.0,18000.0,,99010000.0,2516120000.0,260978000.0,2236000.0,831000.0,686000.0,19415000.0,19415000.0,1500000.0,1500000.0,0.0,0.0,238546000.0,-30324000.0,268870000.0,83845000.0,1182000.0,98860000.0,18354000.0,66629000.0,0.0,2255142000.0,-1000.0,18000.0,17311000.0,2108794000.0,-1000.0,142751000.0,1966044000.0,46281000.0,1687000.0,62987000.0,18065000.0,1649000.0,18065000.0,16667000.0,1398000.0,2023-03-31,,,
