Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
14472000.0,0.4,961640000.0,36180000.0,36180000.0,112930000.0,315430000.0,594300000.0,997820000.0,682390000.0,-576520000.0,576520000.0,91222000.0,112930000.0,2252570000.0,,,,,112930000.0,112930000.0,0.0,112930000.0,,112930000.0,112930000.0,-7060000.0,105870000.0,107150000.0,36180000.0,,-31180000.0,-576520000.0,576520000.0,539060000.0,1658270000.0,1227970000.0,315430000.0,315430000.0,2197330000.0,594300000.0,2791630000.0,2791630000.0,2024-03-31
-77771614.071954,0.101228,903700000.0,-768280000.0,-768280000.0,-744210000.0,312360000.0,654840000.0,135420000.0,-176940000.0,-651090000.0,651090000.0,-53701614.071954,-744210000.0,2141170000.0,218243402.0,218243402.0,-3.41,-3.41,-744210000.0,-744210000.0,0.0,-744210000.0,0.0,-744210000.0,-744210000.0,-83820000.0,-828030000.0,54170000.0,-768280000.0,,768280000.0,-651090000.0,651090000.0,537170000.0,1486330000.0,1059090000.0,312360000.0,312360000.0,2023500000.0,654840000.0,2678340000.0,2678340000.0,2023-12-31
0.0,0.004986,540540000.0,0.0,0.0,-880000000.0,278850000.0,611090000.0,540540000.0,261690000.0,-1146100000.0,1146100000.0,-880000000.0,-880000000.0,1970650000.0,218035326.0,218035326.0,-7.46,-7.46,-880000000.0,-880000000.0,0.0,-880000000.0,0.0,-880000000.0,-880000000.0,-4410000.0,-884410000.0,32780000.0,0.0,,0.0,-1146100000.0,1146100000.0,228910000.0,1359560000.0,965830000.0,278850000.0,278850000.0,1588470000.0,611090000.0,2199560000.0,2199560000.0,2023-09-30
1306015.268216,0.016563,1275740000.0,78850000.0,78850000.0,-1009960000.0,566520000.0,1048370000.0,1354590000.0,788070000.0,-1815040000.0,1815040000.0,-1087503984.731784,-1009960000.0,3435880000.0,,,,,-1009960000.0,-1009960000.0,0.0,-1009960000.0,0.0,-1009960000.0,-1009960000.0,-17010000.0,-1026970000.0,154960000.0,78850000.0,-78850000.0,0.0,-1815040000.0,1815040000.0,554260000.0,2387510000.0,1820990000.0,566520000.0,566520000.0,2941770000.0,1048370000.0,3990140000.0,3990140000.0,2023-03-31
0.0,0.3,672650000.0,0.0,0.0,-803030000.0,248500000.0,451220000.0,672650000.0,424150000.0,-1227110000.0,1227110000.0,-803030000.0,-803030000.0,1534360000.0,218035326.0,218035326.0,-3.683027,-3.683027,-803030000.0,-803030000.0,0.0,-803030000.0,0.0,-803030000.0,-803030000.0,70000.0,-802960000.0,51160000.0,0.0,,0.0,-1227110000.0,1227110000.0,372990000.0,1083140000.0,834640000.0,248500000.0,248500000.0,1456130000.0,451220000.0,1907350000.0,1907350000.0,2022-12-31
0.0,0.3,889860000.0,0.0,0.0,42340000.0,299330000.0,575660000.0,889860000.0,590530000.0,-555690000.0,555690000.0,42340000.0,42340000.0,1977610000.0,222842105.0,222842105.0,0.19,0.19,42340000.0,42340000.0,0.0,42340000.0,0.0,42340000.0,42340000.0,-7500000.0,34840000.0,69210000.0,0.0,,0.0,-555690000.0,555690000.0,521320000.0,1401950000.0,1058270000.0,299330000.0,299330000.0,1923270000.0,575660000.0,2498930000.0,2498930000.0,2024-06-30 00:00:00
0.0,0.3,472630000.0,0.0,0.0,-834900000.0,230050000.0,536840000.0,472630000.0,242580000.0,-1077390000.0,1077390000.0,-834900000.0,-834900000.0,1681050000.0,218035326.0,218035326.0,-3.829196,-3.829196,-834900000.0,-834900000.0,0.0,-834900000.0,0.0,-834900000.0,-834900000.0,90000.0,-834810000.0,19230000.0,0.0,,0.0,-1077390000.0,1077390000.0,223350000.0,1144210000.0,799280000.0,230050000.0,230050000.0,1367560000.0,536840000.0,1904400000.0,1904400000.0,2023-06-30 00:00:00
