Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
22003200.0,22003200.0,417043000.0,443504000.0,448201000.0,873778000.0,34673000.0,448201000.0,20504000.0,450778000.0,601782000.0,450778000.0,450778000.0,340762000.0,,,110016000.0,110016000.0,780583000.0,318467000.0,98354000.0,,,28560000.0,168920000.0,17916000.0,151004000.0,21533000.0,462116000.0,29908000.0,274584000.0,2588000.0,271996000.0,,1348000.0,113597000.0,,,113597000.0,1231361000.0,734572000.0,121000.0,,17546000.0,17546000.0,2577000.0,,714328000.0,,714328000.0,677000.0,713651000.0,,,,,496789000.0,29702000.0,,,331612000.0,,,,,10200000.0,85095000.0,,,40180000.0,34223000.0,5957000.0,,2024-03-31
22003200.0,22003200.0,538946000.0,573142000.0,378741000.0,933127000.0,-66441000.0,378741000.0,21679000.0,381664000.0,548164000.0,381664000.0,381664000.0,271648000.0,,,110016000.0,110016000.0,1008949000.0,301561000.0,97898000.0,,,2916000.0,185591000.0,19091000.0,166500000.0,14056000.0,707388000.0,10722000.0,387551000.0,2588000.0,384963000.0,,1560000.0,268960000.0,,,268960000.0,1390613000.0,749666000.0,127000.0,,16206000.0,16206000.0,2923000.0,2923000.0,730410000.0,,730410000.0,1587000.0,728823000.0,,,,,640947000.0,34964000.0,,,497848000.0,,,,,6257000.0,83842000.0,,,18036000.0,5519000.0,12517000.0,,2023-09-30
22003200.0,22003200.0,520358000.0,565296000.0,435916000.0,981740000.0,13295000.0,435916000.0,22854000.0,439298000.0,622298000.0,439298000.0,439298000.0,328686000.0,227786000.0,35900000.0,110016000.0,110016000.0,1212694000.0,346352000.0,97302000.0,19947000.0,1100000.0,24498000.0,203505000.0,20505000.0,183000000.0,19947000.0,866342000.0,154871000.0,361791000.0,2349000.0,359442000.0,14394000.0,1560000.0,358522000.0,89004000.0,2763000.0,266755000.0,1651992000.0,772355000.0,136000.0,16206000.0,16206000.0,16206000.0,3382000.0,3382000.0,752631000.0,-291761000.0,1044392000.0,2176000.0,17340000.0,638537000.0,209218000.0,177121000.0,0.0,879637000.0,85000.0,2763000.0,10287000.0,740783000.0,643893000.0,3749000.0,93141000.0,17856000.0,39397000.0,45145000.0,0.0,45145000.0,23321000.0,1237000.0,22084000.0,22084000.0,2023-03-31
