Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
85037782.0,85037782.0,853100000.0,39956400000.0,40235000000.0,40761300000.0,39956400000.0,853100000.0,40235000000.0,40235000000.0,40235000000.0,40235000000.0,39384600000.0,,,850400000.0,850400000.0,8374700000.0,2272500000.0,567600000.0,,1114400000.0,590500000.0,590500000.0,6102200000.0,4888500000.0,262600000.0,262600000.0,114600000.0,137600000.0,,,3100000.0,134500000.0,48609700000.0,1746200000.0,106300000.0,,,131700000.0,131700000.0,,0.0,0.0,278600000.0,278600000.0,1187300000.0,,1187300000.0,1187300000.0,,,,,46863500000.0,458600000.0,,,,3400000.0,,46401500000.0,46224700000.0,176800000.0,,2024-03-31,
85028407.0,85028407.0,873000000.0,37829100000.0,38167500000.0,37798200000.0,37829100000.0,873000000.0,38167500000.0,38167500000.0,38167500000.0,38167500000.0,37317200000.0,,,850300000.0,850300000.0,7572100000.0,1882200000.0,541300000.0,,738700000.0,602200000.0,602200000.0,5689900000.0,4466200000.0,270800000.0,270800000.0,133500000.0,181100000.0,,,38400000.0,142700000.0,45739600000.0,2251500000.0,78200000.0,,,130000000.0,130000000.0,,0.0,0.0,338400000.0,338400000.0,1662600000.0,,1662600000.0,1662600000.0,,,,,43488100000.0,429000000.0,,,,61900000.0,,42997200000.0,42930600000.0,66600000.0,,2023-09-30,
84320602.0,84320602.0,683800000.0,36329200000.0,36670800000.0,35910500000.0,36329200000.0,683800000.0,36670800000.0,36670800000.0,36670800000.0,36670800000.0,237100000.0,13402300000.0,21749600000.0,843200000.0,843200000.0,6695000000.0,1378400000.0,,568000000.0,367500000.0,442900000.0,442900000.0,5316600000.0,,240900000.0,240900000.0,119700000.0,1135800000.0,645400000.0,0.0,337800000.0,152600000.0,43365800000.0,2138700000.0,,179800000.0,64200000.0,0.0,,0.0,,,341600000.0,341600000.0,1481400000.0,-3308000000.0,4789400000.0,,2536700000.0,1808000000.0,444700000.0,0.0,41227100000.0,,328300000.0,0.0,88300000.0,117600000.0,24900000.0,40668000000.0,40512400000.0,155600000.0,155600000.0,2023-03-31,
85040282.0,85040282.0,934900000.0,42958800000.0,43177400000.0,43992200000.0,42958800000.0,934900000.0,43177400000.0,43177400000.0,43177400000.0,43177400000.0,,,,850400000.0,850400000.0,8578700000.0,2531800000.0,705700000.0,,1149400000.0,676700000.0,676700000.0,6046900000.0,4759800000.0,258200000.0,258200000.0,157100000.0,207200000.0,,,60000000.0,147200000.0,51756100000.0,1717000000.0,108000000.0,,,125900000.0,125900000.0,,,,218600000.0,,1222200000.0,,,,,,,,50039100000.0,429000000.0,,,,2500000.0,,49607600000.0,49566300000.0,41300000.0,,2024-09-30 00:00:00,
