Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
211500.0,51782420.0,51993920.0,348500000.0,3453900000.0,42158000000.0,42774300000.0,7976700000.0,42158000000.0,3000800000.0,42321200000.0,42334700000.0,42383600000.0,62400000.0,42321200000.0,42217200000.0,,,104000000.0,104000000.0,16049000000.0,3909600000.0,,,1057300000.0,2590200000.0,2576700000.0,13500000.0,243400000.0,12139400000.0,6177100000.0,863700000.0,424100000.0,439600000.0,,174000000.0,4720100000.0,,,52400000.0,4667700000.0,58432600000.0,38316500000.0,270600000.0,,,28580500000.0,28580500000.0,,,,338300000.0,163200000.0,163200000.0,8526500000.0,,8526500000.0,101600000.0,8424900000.0,,,,,20116100000.0,1713600000.0,,,14415900000.0,,,,22600000.0,1728600000.0,,,2235400000.0,2130800000.0,104600000.0,,,2024-03-31
,51993920.0,51993920.0,286900000.0,3466300000.0,37731800000.0,38281800000.0,7005400000.0,37731800000.0,3093800000.0,37909300000.0,37922100000.0,37962200000.0,52900000.0,37909300000.0,37805300000.0,,,104000000.0,104000000.0,15269100000.0,3707300000.0,,,730900000.0,2695000000.0,2682200000.0,12800000.0,269200000.0,11561800000.0,6848500000.0,771300000.0,411600000.0,359700000.0,,167200000.0,3625100000.0,,,204100000.0,3421000000.0,53231300000.0,34664100000.0,164200000.0,,84700000.0,24847800000.0,24847800000.0,,,,341700000.0,177500000.0,,8660100000.0,,8660100000.0,180200000.0,8479900000.0,,,,,18567200000.0,1898800000.0,,,11128000000.0,,,,10800000.0,2383600000.0,,,3146000000.0,3060400000.0,85600000.0,,,2023-09-30
,51993920.0,51993920.0,189066000.0,3537599000.0,35277375000.0,35825663000.0,3796506000.0,35277375000.0,3191257000.0,35479321000.0,35479321000.0,35532500000.0,53179000.0,35479321000.0,11584000.0,29510682000.0,3013000.0,103988000.0,103988000.0,14149799000.0,3751978000.0,12195000.0,244948000.0,691122000.0,2792960000.0,2792960000.0,12200000.0,244900000.0,10397821000.0,51604000.0,744639000.0,398297000.0,346342000.0,160599000.0,160600000.0,7979322000.0,4231185000.0,60022000.0,33216000.0,3654899000.0,49682299000.0,35487972000.0,33000.0,251002000.0,,24383054000.0,3481764000.0,20901290000.0,921770000.0,921770000.0,345820000.0,201946000.0,201946000.0,8989450000.0,-8284914000.0,17274364000.0,221136000.0,433107000.0,9468177000.0,6987085000.0,164859000.0,0.0,14194327000.0,33741000.0,183474000.0,1464049000.0,9281483000.0,2506515000.0,67276000.0,6707692000.0,132436000.0,1495161000.0,-16757000.0,1511918000.0,1603983000.0,1446707000.0,157276000.0,0.0,157276000.0,2023-03-31
