Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
10610000.0,10610000.0,10459000.0,3301323000.0,3313463000.0,1475463000.0,3301323000.0,3303004000.0,3303004000.0,3303004000.0,3303004000.0,3196904000.0,,,106100000.0,106100000.0,492835000.0,99588000.0,99588000.0,393247000.0,17817000.0,10459000.0,10459000.0,,778000.0,234610000.0,,,,234610000.0,3795839000.0,1927129000.0,48963000.0,,873729000.0,,873729000.0,1681000.0,,1002756000.0,,1002756000.0,11018000.0,991738000.0,,,,,1868710000.0,72028000.0,,,695798000.0,,,,,4344000.0,598134000.0,498406000.0,444358000.0,54048000.0,,2023-09-30
10610000.0,10610000.0,,2934923000.0,2937065000.0,1356365000.0,2934923000.0,2937065000.0,2937065000.0,2937065000.0,2937065000.0,2830965000.0,66243000.0,15900000.0,106100000.0,106100000.0,379014000.0,59362000.0,59362000.0,319652000.0,21222000.0,,,7476000.0,778000.0,284729000.0,37300000.0,25370000.0,9643000.0,212416000.0,3316079000.0,1640062000.0,13891000.0,11932000.0,601016000.0,16000.0,601000000.0,2142000.0,2142000.0,1024972000.0,-214384000.0,1239356000.0,12180000.0,59464000.0,639038000.0,404573000.0,124101000.0,0.0,1676017000.0,4654000.0,28731000.0,26810000.0,624099000.0,111393000.0,29718000.0,482988000.0,37149000.0,4840000.0,533517000.0,421057000.0,326345000.0,94712000.0,94712000.0,2023-03-31
