Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Deferred Taxes Assets
0.0,23030622.0,23030622.0,190000000.0,10077000000.0,10152000000.0,5967000000.0,10077000000.0,190000000.0,10152000000.0,10152000000.0,10152000000.0,10152000000.0,683000000.0,6016000000.0,20000000.0,230000000.0,230000000.0,6996000000.0,483000000.0,307000000.0,37000000.0,139000000.0,139000000.0,6513000000.0,96000000.0,1015000000.0,51000000.0,51000000.0,928000000.0,1341000000.0,3040000000.0,43000000.0,82000000.0,1015000000.0,2915000000.0,17148000000.0,4668000000.0,55000000.0,1296000000.0,111000000.0,111000000.0,75000000.0,75000000.0,3253000000.0,-2188000000.0,5441000000.0,153000000.0,3100000000.0,2370000000.0,2539000000.0,379000000.0,0.0,12480000000.0,264000000.0,,120000000.0,103000000.0,6638000000.0,4817000000.0,36000000.0,1785000000.0,93000000.0,1317000000.0,-45000000.0,1362000000.0,3945000000.0,198000000.0,3945000000.0,3289000000.0,656000000.0,2023-12-31,
,23030622.0,23030622.0,195000000.0,7173000000.0,7242000000.0,3082000000.0,7173000000.0,195000000.0,7242000000.0,7242000000.0,7242000000.0,7242000000.0,,,,230000000.0,230000000.0,7734000000.0,487000000.0,343000000.0,34000000.0,110000000.0,110000000.0,7247000000.0,86000000.0,,85000000.0,85000000.0,948000000.0,1358000000.0,4517000000.0,,,1215000000.0,3302000000.0,14976000000.0,4647000000.0,77000000.0,,139000000.0,139000000.0,69000000.0,69000000.0,3189000000.0,,3189000000.0,95000000.0,3094000000.0,,,,,10329000000.0,455000000.0,,,,4116000000.0,,,,5000000.0,1256000000.0,,,4497000000.0,156000000.0,4341000000.0,,,2023-06-30,
,23030622.0,23030622.0,236000000.0,12707000000.0,12758000000.0,8697000000.0,12707000000.0,236000000.0,12758000000.0,12758000000.0,12758000000.0,12758000000.0,622000000.0,8432000000.0,20000000.0,230000000.0,230000000.0,7959000000.0,553000000.0,355000000.0,49000000.0,149000000.0,149000000.0,7406000000.0,129000000.0,900000000.0,87000000.0,87000000.0,1130000000.0,1427000000.0,3649000000.0,7000000.0,78000000.0,900000000.0,3564000000.0,20717000000.0,4614000000.0,77000000.0,1215000000.0,147000000.0,147000000.0,51000000.0,51000000.0,3281000000.0,-2065000000.0,5346000000.0,229000000.0,589000000.0,2313000000.0,2425000000.0,379000000.0,0.0,16103000000.0,325000000.0,10000000.0,120000000.0,147000000.0,4080000000.0,1872000000.0,57000000.0,2151000000.0,81000000.0,1291000000.0,-53000000.0,1344000000.0,10049000000.0,190000000.0,10049000000.0,9671000000.0,378000000.0,2022-12-31,
,23030622.0,23030622.0,221000000.0,6830000000.0,6846000000.0,2372000000.0,6830000000.0,221000000.0,6846000000.0,6846000000.0,6846000000.0,6846000000.0,,,,230000000.0,230000000.0,6757000000.0,361000000.0,197000000.0,0.0,164000000.0,164000000.0,6396000000.0,53000000.0,,57000000.0,57000000.0,611000000.0,1246000000.0,3348000000.0,,,1025000000.0,2323000000.0,13603000000.0,4835000000.0,57000000.0,,83000000.0,83000000.0,16000000.0,16000000.0,3299000000.0,,3299000000.0,294000000.0,3005000000.0,,,,,8768000000.0,777000000.0,,,,3562000000.0,,,,2000000.0,1798000000.0,,,2629000000.0,147000000.0,2482000000.0,,,2024-06-30 00:00:00,73000000.0
