Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,136028280.0,136028280.0,26410220000.0,27812690000.0,-12374190000.0,53213860000.0,-2300040000.0,-12374190000.0,460020000.0,25861190000.0,32406260000.0,32220310000.0,6359120000.0,25861190000.0,25725160000.0,,,136030000.0,136030000.0,38268060000.0,12947290000.0,13840000.0,,,5428180000.0,6915260000.0,370190000.0,6545070000.0,527230000.0,25320770000.0,489620000.0,20897430000.0,89830000.0,20807600000.0,620490000.0,3079380000.0,,,395900000.0,2683480000.0,70488370000.0,47467640000.0,177690000.0,,3069410000.0,248720000.0,,248720000.0,,38235380000.0,29623250000.0,8612130000.0,5236530000.0,,5236530000.0,190560000.0,5045970000.0,,,,,23020730000.0,2826050000.0,,,1890320000.0,,,,55590000.0,,4220240000.0,,,14028530000.0,13086080000.0,942450000.0,,2024-03-31
,136023248.0,136023248.0,6131850000.0,8295040000.0,2561120000.0,31974670000.0,4640130000.0,2561120000.0,436050000.0,24115680000.0,30086060000.0,24275730000.0,160050000.0,24115680000.0,23979660000.0,,,136020000.0,136020000.0,14476150000.0,9504770000.0,110900000.0,,,2533040000.0,6324730000.0,354350000.0,5970380000.0,462610000.0,4971380000.0,221380000.0,1970310000.0,81700000.0,1888610000.0,833970000.0,1643210000.0,,,137960000.0,1505250000.0,38751880000.0,29140370000.0,200800000.0,,2951030000.0,142860000.0,,142860000.0,,21554560000.0,18236070000.0,3318490000.0,4224630000.0,,4224630000.0,577180000.0,3647450000.0,,,,,9611510000.0,2749260000.0,,,1390890000.0,,,,51530000.0,,3497490000.0,,,1922340000.0,195200000.0,1727140000.0,,2023-09-30
,135992238.0,135992238.0,7739940000.0,8767110000.0,-164570000.0,30260040000.0,3214890000.0,-164570000.0,466950000.0,21959880000.0,28404350000.0,22206770000.0,246890000.0,21959880000.0,28020000.0,21559300000.0,152750000.0,135990000.0,135990000.0,14466510000.0,10034180000.0,113220000.0,95010000.0,87390000.0,2576380000.0,6834210000.0,389740000.0,6444470000.0,441190000.0,4432330000.0,179200000.0,1932900000.0,77210000.0,1855690000.0,694370000.0,1403700000.0,115960000.0,1050000.0,39000000.0,1247690000.0,36673280000.0,29026060000.0,10000.0,214480000.0,2739450000.0,68770000.0,8300000.0,60470000.0,0.0,22124450000.0,18805960000.0,3318490000.0,3773780000.0,-933730000.0,4707510000.0,213780000.0,1539490000.0,1392470000.0,1332590000.0,229180000.0,0.0,7647220000.0,2473490000.0,24350000.0,864320000.0,1314350000.0,819310000.0,38440000.0,456600000.0,91200000.0,1565620000.0,2927090000.0,-35180000.0,2962270000.0,860290000.0,300070000.0,560220000.0,560220000.0,2023-03-31
