Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
0.0,192730353.0,192730353.0,1089365000.0,1214381000.0,4607068000.0,5804090000.0,3328994000.0,4607068000.0,21863000.0,4611572000.0,5242602000.0,4611572000.0,0.0,4611572000.0,2684268000.0,1927304000.0,1927304000.0,5722831000.0,3166563000.0,1927304000.0,0.0,649216000.0,18186000.0,631030000.0,40362000.0,2556268000.0,96083000.0,565165000.0,3677000.0,561488000.0,228175000.0,1206661000.0,0.0,1206661000.0,10334403000.0,4449141000.0,56241000.0,0.0,371787000.0,371787000.0,4504000.0,4504000.0,3961647000.0,3961647000.0,2832000.0,3958815000.0,5885262000.0,241848000.0,1008329000.0,493000.0,4184984000.0,449608000.0,346455000.0,103153000.0,2024-03-31
,191727474.0,191727474.0,1725966000.0,1899220000.0,3772929000.0,5651138000.0,3008853000.0,3772929000.0,24094000.0,3776012000.0,5072800000.0,3776012000.0,0.0,3776012000.0,1858737000.0,1917275000.0,1917275000.0,6572593000.0,3858128000.0,1917275000.0,0.0,1317387000.0,20599000.0,1296788000.0,43733000.0,2714465000.0,89846000.0,581833000.0,3495000.0,578338000.0,291944000.0,1377774000.0,0.0,1377774000.0,10348605000.0,4625287000.0,73315000.0,0.0,390826000.0,390826000.0,3083000.0,3083000.0,4099858000.0,4099858000.0,1062000.0,4098796000.0,5723318000.0,266042000.0,1146584000.0,256000.0,3781182000.0,529254000.0,380094000.0,149160000.0,2023-09-30
,185339999.0,185339999.0,2183013000.0,2555365000.0,2972642000.0,5506920000.0,1173785000.0,2972642000.0,24209000.0,2975764000.0,3215829000.0,2975764000.0,0.0,2975764000.0,1122364000.0,1853400000.0,1853400000.0,7139600000.0,2798578000.0,1853400000.0,,261440000.0,21375000.0,240065000.0,41009000.0,4341022000.0,122431000.0,2293925000.0,2834000.0,2291091000.0,337160000.0,1291535000.0,,1291535000.0,10115364000.0,4600557000.0,64591000.0,,290417000.0,290417000.0,3122000.0,3122000.0,4198199000.0,4198199000.0,1062000.0,4197137000.0,5514807000.0,224892000.0,1162093000.0,161000.0,3388117000.0,739544000.0,391401000.0,348143000.0,2023-03-31
