Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
135382055.0,135382055.0,1321270000.0,4105120000.0,10704550000.0,5235130000.0,4105120000.0,391190000.0,9774470000.0,10457820000.0,9774470000.0,9774470000.0,,270780000.0,270780000.0,10556900000.0,2568300000.0,3870000.0,43700000.0,1003330000.0,319980000.0,683350000.0,4240000.0,7988600000.0,1533860000.0,317940000.0,71210000.0,246730000.0,169160000.0,1134170000.0,228650000.0,905520000.0,20331370000.0,7107640000.0,1180000.0,148340000.0,331920000.0,331920000.0,5669350000.0,1261840000.0,4407510000.0,726580000.0,726580000.0,726580000.0,13223730000.0,298230000.0,800000.0,2250470000.0,10674230000.0,7831190000.0,2843040000.0,2024-03-31
134614360.0,134614360.0,1325440000.0,3221800000.0,9897450000.0,5186320000.0,3221800000.0,275540000.0,8847550000.0,9651890000.0,8847550000.0,8847550000.0,3740000.0,269240000.0,269240000.0,10129340000.0,3191840000.0,,38400000.0,994650000.0,190310000.0,804340000.0,,6937500000.0,1157070000.0,330790000.0,85230000.0,245560000.0,262030000.0,971550000.0,31980000.0,939570000.0,18976890000.0,6853070000.0,11390000.0,167090000.0,363980000.0,363980000.0,5625750000.0,1231870000.0,4393880000.0,618510000.0,618510000.0,618510000.0,12123820000.0,298010000.0,1100000.0,1941250000.0,9883460000.0,8098080000.0,1785380000.0,2023-09-30
