Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.203176,7249400000.0,0.0,0.0,5388600000.0,423800000.0,14828300000.0,7249400000.0,6825600000.0,-63000000.0,63000000.0,5388600000.0,5388600000.0,17757500000.0,,,,,5388600000.0,5388600000.0,0.0,5388600000.0,5388600000.0,5388600000.0,1374000000.0,6762600000.0,999000000.0,0.0,,-63000000.0,63000000.0,4961300000.0,2929200000.0,1035300000.0,423800000.0,423800000.0,7890500000.0,14828300000.0,22718800000.0,22718800000.0,2024-03-31
-3886217.453151,0.228601,6972000000.0,-17000000.0,-17000000.0,4989100000.0,422900000.0,15898100000.0,6955000000.0,6532100000.0,-64500000.0,64500000.0,5002213782.546849,4989100000.0,20095700000.0,277172222.0,277172222.0,18.0,18.0,4989100000.0,4989100000.0,0.0,4989100000.0,4989100000.0,4989100000.0,1478500000.0,6467600000.0,993900000.0,-17000000.0,,-64500000.0,64500000.0,5002200000.0,4197600000.0,1941600000.0,422900000.0,422900000.0,9199800000.0,15898100000.0,25097900000.0,25097900000.0,2023-12-31
0.0,0.232318,4737600000.0,0.0,0.0,3290900000.0,382600000.0,12083100000.0,4737600000.0,4355000000.0,-68200000.0,68200000.0,3290900000.0,3290900000.0,15857000000.0,277245156.0,277245156.0,11.87,11.87,3290900000.0,3290900000.0,0.0,3290900000.0,3290900000.0,3290900000.0,995900000.0,4286800000.0,896000000.0,0.0,,-68200000.0,68200000.0,3079300000.0,3773900000.0,1683800000.0,382600000.0,382600000.0,6853200000.0,12083100000.0,18936300000.0,18936300000.0,2023-09-30
0.0,0.219006,4969900000.0,0.0,0.0,3537200000.0,362500000.0,14899700000.0,4969900000.0,4607400000.0,-78300000.0,78300000.0,3537200000.0,3537200000.0,18784900000.0,277210031.0,277210031.0,12.76,12.76,3537200000.0,3537200000.0,0.0,3537200000.0,3537200000.0,3537200000.0,991900000.0,4529100000.0,889800000.0,0.0,0.0,-78300000.0,78300000.0,3062000000.0,3885200000.0,1921800000.0,362500000.0,362500000.0,6947200000.0,14899700000.0,21846900000.0,21846900000.0,2023-06-30
96800731.323132,0.214874,4436200000.0,450500000.0,450500000.0,3489100000.0,376100000.0,14187400000.0,4886700000.0,4510600000.0,671000000.0,66600000.0,3135400731.323132,3489100000.0,16036200000.0,,,,,3489100000.0,3489100000.0,0.0,3489100000.0,3489100000.0,3489100000.0,954900000.0,4444000000.0,-402600000.0,11600000.0,0.0,671000000.0,66600000.0,2938300000.0,1848800000.0,-219700000.0,376100000.0,376100000.0,4787100000.0,14187400000.0,18974500000.0,18974500000.0,2023-03-31
,,,,,,,,,,,,,,,277160080.0,277160080.0,14.93,14.93,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.222596,6443700000.0,0.0,0.0,4626100000.0,443400000.0,14304000000.0,6443700000.0,6000300000.0,-49600000.0,49600000.0,4626100000.0,4626100000.0,18449100000.0,277177951.0,277177951.0,16.69,16.69,4626100000.0,4626100000.0,0.0,4626100000.0,4626100000.0,4626100000.0,1324600000.0,5950700000.0,1037300000.0,0.0,0.0,-49600000.0,49600000.0,4289600000.0,4145100000.0,2239900000.0,443400000.0,443400000.0,8434700000.0,14304000000.0,22738700000.0,22738700000.0,2024-06-30 00:00:00
