Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges
0.0,0.199136,9380000.0,4861000.0,525000.0,420146000.0,9380000.0,8855000.0,-3065000.0,3065000.0,4861000.0,4861000.0,439869000.0,32406667.0,32406667.0,0.15,0.15,4861000.0,4861000.0,0.0,4861000.0,224000.0,4637000.0,4637000.0,1153000.0,5790000.0,1134000.0,-3065000.0,3065000.0,7721000.0,19723000.0,15383000.0,525000.0,525000.0,27444000.0,420146000.0,447590000.0,447590000.0,2023-12-31,,,
0.0,0.259974,7196000.0,3283000.0,302000.0,336848000.0,7196000.0,6894000.0,-3109000.0,3109000.0,3283000.0,3283000.0,360201000.0,36477778.0,36477778.0,0.09,0.09,3283000.0,3283000.0,0.0,3283000.0,482000.0,2801000.0,2801000.0,984000.0,3785000.0,1214000.0,-3109000.0,3109000.0,5680000.0,23353000.0,19716000.0,302000.0,302000.0,29033000.0,336848000.0,365881000.0,365881000.0,2023-09-30,,,
0.0,0.201386,9470000.0,5121000.0,302000.0,514449000.0,9470000.0,9168000.0,-3398000.0,3398000.0,5121000.0,5121000.0,553233000.0,31776576.0,31776576.0,0.161156,0.161156,5121000.0,5121000.0,0.0,5121000.0,512000.0,4609000.0,4609000.0,1162000.0,5770000.0,1524000.0,-3398000.0,3398000.0,7644000.0,38784000.0,35112000.0,302000.0,302000.0,46428000.0,514449000.0,560877000.0,560877000.0,2023-06-30,,,
0.0,0.046561,16548000.0,11795000.0,1375000.0,525601000.0,16548000.0,15173000.0,-1076000.0,2802000.0,11795000.0,11795000.0,550829000.0,,,,,11795000.0,11795000.0,0.0,11795000.0,,11795000.0,11795000.0,576000.0,12371000.0,-5434000.0,-1076000.0,2802000.0,33911000.0,25228000.0,-31592000.0,1178000.0,1178000.0,59139000.0,525601000.0,584740000.0,584740000.0,2023-03-31,,,
0.0,0.257472,10747000.0,5811000.0,198000.0,637932000.0,10747000.0,10549000.0,-3255000.0,3255000.0,5811000.0,5811000.0,674470000.0,23918381.0,23918381.0,0.242951,0.242951,5811000.0,5811000.0,0.0,5811000.0,396000.0,5415000.0,5415000.0,1878000.0,7294000.0,6027000.0,-3255000.0,3255000.0,4522000.0,36538000.0,32683000.0,198000.0,198000.0,41060000.0,637932000.0,678992000.0,678992000.0,2022-12-31,,,
0.0,0.378458,8562000.0,2258000.0,1235000.0,433554000.0,8562000.0,7327000.0,-2917000.0,2917000.0,2258000.0,2258000.0,458531000.0,,,,,2258000.0,2258000.0,0.0,2258000.0,-483000.0,2741000.0,2741000.0,1669000.0,4410000.0,4277000.0,-2917000.0,2917000.0,3049000.0,24977000.0,24118000.0,933000.0,933000.0,28026000.0,433554000.0,461580000.0,461580000.0,2024-03-31 00:00:00,,,
0.0,0.256623,6335000.0,2421000.0,398000.0,376422000.0,6335000.0,5937000.0,-2917000.0,2917000.0,2421000.0,2421000.0,398149000.0,34585714.0,34585714.0,0.07,0.07,2421000.0,2421000.0,0.0,2421000.0,176000.0,2245000.0,2245000.0,775000.0,3020000.0,259000.0,-2917000.0,2917000.0,5678000.0,21727000.0,18065000.0,398000.0,398000.0,27405000.0,376422000.0,403827000.0,403827000.0,2024-06-30 00:00:00,0.0,0.0,0.0
