Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-190045166.003734,0.238331,5189300000.0,-797400000.0,-797400000.0,2079400000.0,488100000.0,9324200000.0,4391900000.0,3903800000.0,2686754833.996266,2079400000.0,11815000000.0,123700178.0,121673493.0,16.81,17.09,2079400000.0,2079400000.0,0.0,2079400000.0,-735500000.0,2814900000.0,2814900000.0,880800000.0,3695700000.0,589400000.0,-797400000.0,797400000.0,3903800000.0,2490800000.0,2002700000.0,488100000.0,488100000.0,6394600000.0,9324200000.0,15718800000.0,15718800000.0,2023-12-31
-145003543.668228,0.254526,5078300000.0,-569700000.0,-569700000.0,2258400000.0,415900000.0,8465900000.0,4508600000.0,4092700000.0,2683096456.331772,2258400000.0,10857900000.0,123477310.0,121681034.0,18.29,18.56,2258400000.0,2258400000.0,0.0,2258400000.0,-829800000.0,3088200000.0,3088200000.0,1054400000.0,4142600000.0,619700000.0,-569700000.0,569700000.0,4092700000.0,2392000000.0,1976100000.0,415900000.0,415900000.0,6484700000.0,8465900000.0,14950600000.0,14950600000.0,2023-09-30
-114362858.264625,0.267766,4513100000.0,-427100000.0,-427100000.0,2199200000.0,392700000.0,7703300000.0,4086000000.0,3693300000.0,2511937141.735375,2199200000.0,9982700000.0,121704483.0,121704483.0,18.07,18.07,2199200000.0,2199200000.0,0.0,2199200000.0,-784900000.0,2984100000.0,2984000000.0,1091200000.0,4075200000.0,809000000.0,-427100000.0,427100000.0,3693300000.0,2279400000.0,1886700000.0,392700000.0,392700000.0,5972700000.0,7703300000.0,13676000000.0,13676000000.0,2023-06-30
200249136.928156,0.271561,19492600000.0,737400000.0,737400000.0,1671600000.0,419500000.0,-7345400000.0,20230000000.0,19810500000.0,1134449136.928156,1671600000.0,-3927900000.0,,,,,1671600000.0,1671600000.0,0.0,1671600000.0,-645200000.0,2316900000.0,2316800000.0,863700000.0,3180500000.0,-373200000.0,719600000.0,-726300000.0,11886200000.0,3417500000.0,309500000.0,419500000.0,419500000.0,15303700000.0,-7345400000.0,7958300000.0,7958300000.0,2023-03-31
68871946.410516,0.246764,3324600000.0,279100000.0,279100000.0,2204400000.0,427600000.0,6191100000.0,3603700000.0,3176100000.0,1994171946.410516,2204400000.0,8254700000.0,121655629.0,121655629.0,18.12,18.12,2204400000.0,2204400000.0,0.0,2204400000.0,-775400000.0,2979800000.0,2979800000.0,976200000.0,3956000000.0,500800000.0,279100000.0,-279100000.0,3176100000.0,2063600000.0,1636000000.0,427600000.0,427600000.0,5239700000.0,6191100000.0,11430800000.0,11430800000.0,2022-12-31
