Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,156303670.0,156303670.0,511000000.0,46444400000.0,48053500000.0,27010100000.0,46444400000.0,511000000.0,48053500000.0,48053500000.0,48053500000.0,48053500000.0,47740900000.0,42304700000.0,600000000.0,312600000.0,312600000.0,14611600000.0,560100000.0,,22800000.0,86000000.0,406500000.0,406500000.0,44800000.0,14051500000.0,440500000.0,104500000.0,104500000.0,578300000.0,685700000.0,12455900000.0,1405300000.0,11400000.0,487800000.0,10551400000.0,62665100000.0,21603500000.0,1100300000.0,1516500000.0,249200000.0,5000000.0,5000000.0,1609100000.0,786800000.0,822300000.0,17710500000.0,-12633500000.0,30344000000.0,4907700000.0,12802800000.0,20245400000.0,4609600000.0,581300000.0,0.0,41061600000.0,1082900000.0,800000.0,0.0,240900000.0,1064200000.0,13156100000.0,8102700000.0,612700000.0,4440700000.0,428000000.0,10555900000.0,-22600000.0,10578500000.0,15615700000.0,14918600000.0,697100000.0,61000000.0,636100000.0,2023-12-31
,156303670.0,156303670.0,546300000.0,43659400000.0,43667700000.0,26293400000.0,43659400000.0,546300000.0,43667700000.0,43667700000.0,43667700000.0,43667700000.0,43355100000.0,,,312600000.0,312600000.0,14707600000.0,481100000.0,,,,441800000.0,441800000.0,12000000.0,14226500000.0,313500000.0,104500000.0,104500000.0,,642400000.0,11824700000.0,,,361600000.0,11463100000.0,58375300000.0,17855400000.0,1315100000.0,141400000.0,414500000.0,5000000.0,5000000.0,8300000.0,8300000.0,,15079500000.0,,15079500000.0,2850400000.0,12229100000.0,,,,,40519900000.0,1272300000.0,,0.0,,,14139900000.0,,,,,10662000000.0,,,14445700000.0,13562800000.0,882900000.0,,,2023-06-30
,156303670.0,156303670.0,573800000.0,42853300000.0,42859000000.0,26102600000.0,42853300000.0,573800000.0,42859000000.0,42859000000.0,42859000000.0,42859000000.0,42546400000.0,37110200000.0,600000000.0,312600000.0,312600000.0,14408200000.0,629300000.0,600000.0,19900000.0,75000000.0,473600000.0,473600000.0,60800000.0,13778900000.0,300000000.0,100200000.0,100200000.0,647600000.0,578200000.0,11943200000.0,509300000.0,9500000.0,307100000.0,11117300000.0,57267200000.0,17385700000.0,1123800000.0,1747700000.0,384500000.0,1034500000.0,1034500000.0,5700000.0,5700000.0,0.0,13714800000.0,-10463000000.0,24177800000.0,2493400000.0,11221400000.0,17385100000.0,3718000000.0,581300000.0,0.0,39881500000.0,947700000.0,27600000.0,348700000.0,412600000.0,855100000.0,12433700000.0,7479400000.0,452700000.0,4501600000.0,347000000.0,10324100000.0,-33300000.0,10357400000.0,15132700000.0,13472300000.0,1660400000.0,829000000.0,831400000.0,2022-12-31
,156303670.0,156303670.0,599000000.0,47100700000.0,48661500000.0,25415400000.0,47100700000.0,599000000.0,48661500000.0,48661500000.0,48661500000.0,48661500000.0,48348900000.0,,,312600000.0,312600000.0,17628500000.0,642400000.0,3700000.0,,,494600000.0,494600000.0,41900000.0,16986100000.0,310800000.0,104400000.0,104400000.0,,592300000.0,14033200000.0,,,526200000.0,13507000000.0,66290000000.0,23888600000.0,1113700000.0,149800000.0,224800000.0,5200000.0,5200000.0,1560800000.0,738500000.0,822300000.0,20052000000.0,,20052000000.0,5448700000.0,14603300000.0,,,,,42401500000.0,850100000.0,,,,,16437500000.0,,,,,13522500000.0,,,11591400000.0,9290000000.0,2301400000.0,,,2024-06-30 00:00:00
