Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
30000000.0,30000000.0,1428150000.0,1579325000.0,5432104000.0,6963864000.0,2815977000.0,5432104000.0,47565000.0,5432104000.0,5534619000.0,5766023000.0,333919000.0,5432104000.0,5282104000.0,,,150000000.0,150000000.0,2963743000.0,467985000.0,,,292521000.0,120588000.0,18073000.0,102515000.0,52829000.0,2495758000.0,46669000.0,,1458737000.0,29492000.0,1429245000.0,,43746000.0,834053000.0,,,,834053000.0,8729766000.0,3418020000.0,35316000.0,,176606000.0,176606000.0,,,,3109887000.0,,3109887000.0,202950000.0,2906937000.0,,,,,5311735000.0,412007000.0,,,,2804396000.0,,,,,1053000.0,,1974168000.0,,120111000.0,16501000.0,103610000.0,,,2024-03-31
30000000.0,30000000.0,1009207000.0,1145626000.0,5175205000.0,6299708000.0,2741736000.0,5175205000.0,21123000.0,5175205000.0,5289557000.0,5498398000.0,323193000.0,5175205000.0,5025205000.0,,,150000000.0,150000000.0,2398471000.0,460415000.0,,,283091000.0,121388000.0,7036000.0,114352000.0,54189000.0,1938056000.0,26542000.0,,1024238000.0,14087000.0,1010151000.0,,46578000.0,707070000.0,,,,707070000.0,7896869000.0,3217077000.0,58384000.0,,180707000.0,180707000.0,,,,2861979000.0,,2861979000.0,575191000.0,2286788000.0,,,,,4679792000.0,368732000.0,,,,2271965000.0,,,,,1294000.0,,1905191000.0,,132610000.0,17314000.0,115296000.0,,,2023-09-30
30000000.0,30000000.0,716155000.0,865743000.0,5073080000.0,5910659000.0,2856087000.0,5073080000.0,28164000.0,5073080000.0,5198615000.0,5381992000.0,308912000.0,5073080000.0,4923080000.0,4161791000.0,393245000.0,150000000.0,150000000.0,2227796000.0,478074000.0,2000.0,49736000.0,287531000.0,139348000.0,13813000.0,125535000.0,49736000.0,1749722000.0,43531000.0,0.0,726395000.0,14351000.0,712044000.0,36263000.0,36263000.0,963395000.0,87914000.0,3351000.0,0.0,872130000.0,7609788000.0,3003975000.0,39251000.0,77347000.0,9678000.0,9678000.0,114005000.0,114005000.0,0.0,2688492000.0,-877591000.0,3566083000.0,355293000.0,101533000.0,2207084000.0,665064000.0,237109000.0,0.0,4605809000.0,409045000.0,6501000.0,3351000.0,81533000.0,2574513000.0,17084000.0,1973116000.0,63355000.0,520958000.0,16022000.0,327994000.0,1474471000.0,1474471000.0,121424000.0,25168000.0,121424000.0,1392000.0,120032000.0,2023-03-31
