Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.199837,156011300000.0,63801400000.0,42707600000.0,265186400000.0,156011300000.0,113303700000.0,-29552500000.0,29552500000.0,63801400000.0,63801400000.0,376975800000.0,,,,,61687300000.0,61687300000.0,0.0,61687300000.0,-3213200000.0,64900500000.0,-2114100000.0,67014600000.0,16736600000.0,83751200000.0,11944900000.0,-29552500000.0,29552500000.0,99244800000.0,111789400000.0,50513600000.0,42707600000.0,42707600000.0,211034200000.0,265186400000.0,476220600000.0,476220600000.0,2024-03-31
0.0,0.265222,124583700000.0,37190400000.0,40739100000.0,248127100000.0,124583700000.0,83844600000.0,-32500800000.0,32500800000.0,37190400000.0,37190400000.0,355321400000.0,9690375940.0,9690375940.0,5.32,5.32,51552800000.0,51552800000.0,0.0,51552800000.0,-535900000.0,52088700000.0,14362400000.0,37726300000.0,13617500000.0,51343800000.0,7542700000.0,-32500800000.0,32500800000.0,72882400000.0,107194300000.0,50270400000.0,40739100000.0,40739100000.0,180076700000.0,248127100000.0,428203800000.0,428203800000.0,2023-12-31
0.0,0.309458,134846100000.0,43950100000.0,40376800000.0,269295800000.0,134846100000.0,94469300000.0,-29205100000.0,29205100000.0,43950100000.0,43950100000.0,363408400000.0,9694621849.0,9694621849.0,4.76,4.76,46146400000.0,46146400000.0,0.0,46146400000.0,-1117600000.0,47264000000.0,2196300000.0,45067700000.0,20196500000.0,65264200000.0,4012900000.0,-29205100000.0,29205100000.0,86425100000.0,94112600000.0,38455400000.0,40376800000.0,40376800000.0,180537700000.0,269295800000.0,449833500000.0,449833500000.0,2023-09-30
0.0,0.240069,124198700000.0,45686900000.0,38484600000.0,271624400000.0,124198700000.0,85714100000.0,-3172900000.0,25451100000.0,45686900000.0,45686900000.0,344982600000.0,,,,,48606700000.0,48606700000.0,0.0,48606700000.0,-108800000.0,48715500000.0,2919800000.0,45795700000.0,14467300000.0,60263000000.0,-3784400000.0,-3172900000.0,25451100000.0,82939500000.0,73358200000.0,-11469000000.0,38484600000.0,37976400000.0,156297700000.0,271624400000.0,427922100000.0,427922100000.0,2023-03-31
0.0,0.219229,152250800000.0,64353000000.0,37150800000.0,232210800000.0,152250800000.0,115100000000.0,-31681800000.0,31681800000.0,64353000000.0,64353000000.0,338393300000.0,9688864097.0,9688864097.0,4.93,4.93,47766100000.0,47766100000.0,0.0,47766100000.0,-777500000.0,48543600000.0,-16586900000.0,65130500000.0,18287700000.0,83418200000.0,3873700000.0,-31681800000.0,31681800000.0,107625100000.0,106182500000.0,51860900000.0,37150800000.0,37150800000.0,213807600000.0,232210800000.0,446018400000.0,446018400000.0,2022-12-31
0.0,0.225905,152115700000.0,60613300000.0,42042000000.0,292856300000.0,152115700000.0,110073700000.0,-31359100000.0,31359100000.0,60613300000.0,60613300000.0,387082700000.0,9688743363.0,9688743363.0,5.65,5.65,54741400000.0,54741400000.0,0.0,54741400000.0,-319300000.0,55060700000.0,-5871900000.0,60932600000.0,17782000000.0,78714600000.0,4611100000.0,-31359100000.0,31359100000.0,98123000000.0,94226400000.0,35887000000.0,42042000000.0,42042000000.0,192349400000.0,292856300000.0,485205700000.0,485205700000.0,2024-06-30 00:00:00
0.0,0.24687,138491800000.0,53175000000.0,38212800000.0,257338200000.0,138491800000.0,100279000000.0,-29223700000.0,29223700000.0,53175000000.0,53175000000.0,340412400000.0,9688349901.0,9688349901.0,5.03,5.03,48732400000.0,48732400000.0,0.0,48732400000.0,-338900000.0,49071300000.0,-4442600000.0,53513900000.0,17541400000.0,71055300000.0,3149300000.0,-29223700000.0,29223700000.0,90338500000.0,83074200000.0,28974500000.0,38212800000.0,38212800000.0,173412700000.0,257338200000.0,430750900000.0,430750900000.0,2023-06-30 00:00:00
