Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Restricted Cash,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Other Current Assets
84008188.0,84008188.0,14923540000.0,25411220000.0,29887300000.0,55739420000.0,42249320000.0,29887300000.0,57830000.0,30386030000.0,55739420000.0,30386030000.0,30386030000.0,29545950000.0,,,840080000.0,840080000.0,102151300000.0,26174230000.0,377030000.0,160100000.0,25411220000.0,57830000.0,25353390000.0,225880000.0,75977070000.0,,,71971720000.0,,,1920000.0,71969800000.0,132537330000.0,14310940000.0,1707570000.0,,,8509590000.0,8509590000.0,32200000.0,498730000.0,498730000.0,3562850000.0,,3562850000.0,0.0,3562850000.0,,,,118226390000.0,,14841230000.0,72750000.0,4869470000.0,,,98442940000.0,88013090000.0,10429850000.0,,,2024-03-31,,,,,
83893537.0,83893537.0,13966000000.0,15550000000.0,25698000000.0,41676000000.0,29717000000.0,25698000000.0,,26126000000.0,41080000000.0,26126000000.0,26126000000.0,25287000000.0,,,839000000.0,839000000.0,82133000000.0,15704000000.0,488000000.0,63000000.0,14954000000.0,,14954000000.0,199000000.0,66429000000.0,596000000.0,596000000.0,61283000000.0,,,208000000.0,61075000000.0,108259000000.0,12113000000.0,719000000.0,,0.0,8387000000.0,8387000000.0,32000000.0,428000000.0,428000000.0,2547000000.0,,2547000000.0,505000000.0,2042000000.0,,,,96146000000.0,,16772000000.0,22000000.0,2955000000.0,,,76397000000.0,74813000000.0,1584000000.0,,,2023-09-30,,,,,
83419741.0,83419741.0,6541250000.0,7871860000.0,21283290000.0,29448440000.0,22058340000.0,21283290000.0,39000000.0,21615580000.0,26770530000.0,21615580000.0,21615580000.0,578100000.0,15717010000.0,4205380000.0,834200000.0,834200000.0,53161130000.0,5396470000.0,416700000.0,39130000.0,5193950000.0,39000000.0,5154950000.0,163390000.0,47764660000.0,2677910000.0,2677910000.0,45080110000.0,3487930000.0,800830000.0,76280000.0,40715070000.0,74776710000.0,4953710000.0,616970000.0,2148400000.0,0.0,1300000.0,1300000.0,32780000.0,332290000.0,332290000.0,2116570000.0,-614060000.0,2730630000.0,615230000.0,58960000.0,1273820000.0,782620000.0,0.0,69823000000.0,802660000.0,10559500000.0,16760000.0,3748730000.0,-9490000.0,3758220000.0,54695350000.0,1094740000.0,53600610000.0,52270000000.0,1330610000.0,2023-03-31,,,,,
90150994.0,90150994.0,28198350000.0,31352520000.0,52264000000.0,83916220000.0,52541720000.0,52264000000.0,216220000.0,52779920000.0,83916220000.0,52779920000.0,52779920000.0,51878410000.0,,,901510000.0,901510000.0,131284950000.0,32655140000.0,797020000.0,194540000.0,31352520000.0,216220000.0,31136300000.0,311060000.0,98629810000.0,,,94751230000.0,,,475590000.0,94275640000.0,184064870000.0,32893340000.0,963280000.0,,,27335840000.0,27335840000.0,31910000.0,515920000.0,515920000.0,4046390000.0,,4046390000.0,,4046390000.0,,,,151171530000.0,,37350880000.0,16850000.0,5680900000.0,,,108122900000.0,105184950000.0,2937950000.0,,,2024-09-30 00:00:00,,,,,
