Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
17291696.0,17291696.0,1544249000.0,1592000000.0,7002947000.0,8599335000.0,1193148000.0,7002947000.0,7007335000.0,8551335000.0,7007335000.0,7007335000.0,6834418000.0,172917000.0,172917000.0,1914292000.0,1559722000.0,1544000000.0,1544000000.0,15722000.0,354570000.0,35555000.0,48000000.0,48000000.0,71000.0,30615000.0,30615000.0,8921627000.0,7373909000.0,152654000.0,461909000.0,203169000.0,203169000.0,4388000.0,4388000.0,6551789000.0,,,,1547718000.0,93108000.0,7767000.0,1248642000.0,18328000.0,73643000.0,106230000.0,58479000.0,47751000.0,2024-03-31
17291696.0,17291696.0,998772000.0,1004214000.0,6956680000.0,7966028000.0,194711000.0,6956680000.0,6961814000.0,7559528000.0,6961814000.0,6961814000.0,6788897000.0,172917000.0,172917000.0,1328519000.0,612166000.0,597714000.0,597714000.0,14452000.0,716353000.0,21102000.0,406500000.0,406500000.0,,27031000.0,27031000.0,8290333000.0,7379269000.0,186829000.0,504270000.0,66852000.0,66852000.0,5134000.0,5134000.0,6616184000.0,,,,911064000.0,79298000.0,7982000.0,,17370000.0,78453000.0,727961000.0,722519000.0,5442000.0,2023-09-30
17291696.0,17291696.0,1194724609.0,1270916417.0,7196717548.0,8474753114.0,1197879788.0,7196717548.0,7203836697.0,8092306908.0,7203836697.0,7203836697.0,7030919737.0,172916960.0,172916960.0,1582879075.0,901760160.0,888470211.0,888470211.0,13289949.0,681118915.0,23354625.0,382446206.0,382446206.0,,17347764.0,17347764.0,8786715772.0,6907717068.0,179666724.0,,35228896.0,35228896.0,7119149.0,7119149.0,6685702299.0,6685702299.0,0.0,6685702299.0,1878998703.0,36092781.0,8760569.0,111000.0,748584582.0,78906060.0,1006543711.0,930351903.0,76191808.0,2022-12-31
