Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Preferred Securities Outside Stock Equity,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Prepaid Assets,Receivables,Taxes Receivable,Cash And Cash Equivalents,Cash Financial,Date,Cash Cash Equivalents And Federal Funds Sold
44896780.0,898888246.0,943785026.0,169159200000.0,203562000000.0,45638200000.0,250090900000.0,45638200000.0,47623700000.0,250090900000.0,60492900000.0,12869200000.0,47623700000.0,46724800000.0,,,,898900000.0,898900000.0,368702900000.0,,1155800000.0,203562000000.0,17104000000.0,,,364100000.0,16739900000.0,429195800000.0,197070100000.0,197070100000.0,195877700000.0,,1550700000.0,1985500000.0,1748900000.0,236600000.0,9722000000.0,,9722000000.0,36500000.0,9685500000.0,,,,,3575400000.0,7761300000.0,33308000000.0,,2024-03-31,
44896780.0,898458246.0,943355026.0,164842300000.0,202412100000.0,42198700000.0,245941500000.0,42198700000.0,44048300000.0,245941500000.0,55466700000.0,11418400000.0,44048300000.0,43149800000.0,,,,898500000.0,898500000.0,355836400000.0,,567400000.0,202412100000.0,15527500000.0,,,282100000.0,15245400000.0,411303100000.0,153989500000.0,153989500000.0,130038400000.0,22320000000.0,1459700000.0,1849600000.0,1613000000.0,236600000.0,10100000000.0,,10100000000.0,18400000.0,10081600000.0,,,,,2660200000.0,9124600000.0,37050900000.0,,2023-09-30,
44896780.0,898378496.0,943275276.0,189106890000.0,217877890000.0,65678860000.0,284764930000.0,65678860000.0,67441120000.0,284764930000.0,78462310000.0,11021190000.0,67441120000.0,698720000.0,3625190000.0,11628260000.0,32944450000.0,898380000.0,898380000.0,362180360000.0,20420000.0,3360980000.0,217877890000.0,26012050000.0,10671260000.0,9810000.0,1196450000.0,14134530000.0,440642670000.0,174089990000.0,174089990000.0,44123430000.0,29476860000.0,1822130000.0,1762260000.0,1525660000.0,236600000.0,10354990000.0,-4118410000.0,14473400000.0,7090000.0,1615650000.0,1235770000.0,11378100000.0,236790000.0,4349340000.0,7199330000.0,10796220000.0,28216920000.0,420600000.0,2023-03-31,
