Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
104690822.0,104690822.0,646666000.0,998401000.0,9593755000.0,10550000000.0,6517981000.0,9593755000.0,120334000.0,9671933000.0,10027855000.0,10029833000.0,357900000.0,9671933000.0,9567242000.0,,,104691000.0,104691000.0,2108851000.0,510641000.0,606000.0,,,35932000.0,448709000.0,92787000.0,355922000.0,25394000.0,1598210000.0,93469000.0,549692000.0,27547000.0,522145000.0,,628313000.0,,,18660000.0,609653000.0,12138684000.0,4022493000.0,126626000.0,,0.0,117055000.0,117055000.0,,6845000.0,78178000.0,1067000.0,77111000.0,3693789000.0,,3693789000.0,78270000.0,3615519000.0,,,,,8116191000.0,587310000.0,,,1184473000.0,,,,,691000.0,29148000.0,4043467000.0,,,2271102000.0,2039701000.0,231401000.0,,,2024-03-31
104398672.0,104398672.0,440259000.0,995534000.0,9221383000.0,10162205000.0,5742381000.0,9221383000.0,133471000.0,9300142000.0,9764740000.0,9627869000.0,327727000.0,9300142000.0,9195743000.0,,,104399000.0,104399000.0,2343299000.0,620480000.0,673000.0,,,29662000.0,571125000.0,106527000.0,464598000.0,19020000.0,1722819000.0,118293000.0,424409000.0,26944000.0,397465000.0,34405000.0,908535000.0,,,31573000.0,876962000.0,11971168000.0,4505968000.0,142145000.0,,0.0,550252000.0,550252000.0,,6853000.0,78759000.0,1648000.0,77111000.0,3727959000.0,,3727959000.0,18191000.0,3709768000.0,,,,,7465200000.0,711753000.0,,,1252131000.0,,,,,547000.0,13505000.0,3780577000.0,,,1706687000.0,1284883000.0,421804000.0,,,2023-09-30
104152672.0,104152672.0,731117000.0,1018978000.0,8759564000.0,9819638000.0,5041074000.0,8759564000.0,38309000.0,8838969000.0,9245866000.0,9174235000.0,335266000.0,8838969000.0,88947000.0,8149244000.0,269943000.0,104153000.0,104153000.0,2394291000.0,461701000.0,740000.0,26890000.0,740000.0,0.0,434071000.0,27174000.0,406897000.0,26890000.0,1932590000.0,30828000.0,584907000.0,11135000.0,573772000.0,33426000.0,1248626000.0,349130000.0,8274000.0,27323000.0,863899000.0,11568526000.0,4594862000.0,160573000.0,160573000.0,33327000.0,585575000.0,557281000.0,28294000.0,6861000.0,79405000.0,2294000.0,77111000.0,3729121000.0,-791817000.0,4520938000.0,28005000.0,3701116000.0,2580443000.0,1492664000.0,419826000.0,0.0,6973664000.0,952621000.0,395864000.0,952621000.0,1030635000.0,149635000.0,338044000.0,44381000.0,498575000.0,42566000.0,16213000.0,3851659000.0,-353971000.0,4205630000.0,684106000.0,434554000.0,249552000.0,24694000.0,224858000.0,2023-03-31
