Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Treasury Shares Number,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Other Payable,Dividends Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
155194800.0,155194800.0,2689200000.0,3776600000.0,14774100000.0,32804700000.0,9851200000.0,14774100000.0,205200000.0,29233300000.0,29469700000.0,29233300000.0,,29233300000.0,29078100000.0,155200000.0,155200000.0,10708000000.0,2025700000.0,17000000.0,1492000000.0,332800000.0,96400000.0,236400000.0,183900000.0,8682300000.0,242000000.0,3443800000.0,108800000.0,3335000000.0,,490600000.0,3680700000.0,117600000.0,3563100000.0,39941300000.0,21407800000.0,48500000.0,58800000.0,336800000.0,336800000.0,14459200000.0,13884600000.0,574600000.0,6348800000.0,6348800000.0,633200000.0,5715600000.0,18533500000.0,1903100000.0,5025100000.0,7000000.0,6869200000.0,4729100000.0,3846900000.0,882200000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
154955510.0,154955510.0,3354800000.0,4503700000.0,13640700000.0,31438100000.0,11152300000.0,13640700000.0,232700000.0,27167100000.0,29957900000.0,27167100000.0,,27167100000.0,27012100000.0,155000000.0,155000000.0,10824900000.0,4397700000.0,22700000.0,1274000000.0,2923000000.0,132200000.0,2790800000.0,178000000.0,6427200000.0,183300000.0,1580700000.0,100500000.0,1480200000.0,,564400000.0,3419800000.0,195700000.0,3224100000.0,37992000000.0,20412500000.0,9900000.0,54000000.0,246000000.0,246000000.0,13526400000.0,12951800000.0,574600000.0,6370200000.0,6370200000.0,724400000.0,5645800000.0,17579500000.0,1714000000.0,4245300000.0,12600000.0,7147000000.0,4460600000.0,3544400000.0,916200000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
154755168.0,154755168.0,4713100000.0,5724500000.0,11006100000.0,30285900000.0,9735800000.0,11006100000.0,242100000.0,24803500000.0,28635700000.0,24803500000.0,0.0,24803500000.0,24648700000.0,154800000.0,154800000.0,10735200000.0,5190700000.0,25000000.0,1028200000.0,3985400000.0,153200000.0,3832200000.0,152100000.0,5544500000.0,236500000.0,1739100000.0,88900000.0,1650200000.0,425100000.0,,2435900000.0,49500000.0,2386400000.0,35538700000.0,20258400000.0,33700000.0,65100000.0,323900000.0,323900000.0,13797400000.0,13222800000.0,574600000.0,5764200000.0,5764200000.0,444100000.0,5320100000.0,15280300000.0,2275100000.0,4304900000.0,13700000.0,5758000000.0,2928600000.0,2159300000.0,769300000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
