Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.172366,5084600000.0,0.0,0.0,2684800000.0,867700000.0,32605500000.0,5084600000.0,4216900000.0,-745800000.0,745800000.0,2684800000.0,2684800000.0,42177900000.0,,,,,2684800000.0,2684800000.0,0.0,2684800000.0,-188000000.0,2872800000.0,2872800000.0,598300000.0,3471100000.0,825200000.0,0.0,0.0,-745800000.0,745800000.0,2433800000.0,9572400000.0,6357400000.0,867700000.0,867700000.0,12006200000.0,32605500000.0,44611700000.0,44611700000.0,2024-03-31
0.0,0.211924,5247300000.0,0.0,0.0,2918600000.0,895500000.0,33104000000.0,5247300000.0,4351800000.0,-625000000.0,625000000.0,2918600000.0,2918600000.0,43762900000.0,262228212.0,261523297.0,11.13,11.16,2918600000.0,2918600000.0,0.0,2918600000.0,-18400000.0,2937000000.0,2937000000.0,789800000.0,3726800000.0,84600000.0,0.0,,-625000000.0,625000000.0,3734200000.0,10658900000.0,7272300000.0,895500000.0,895500000.0,14393100000.0,33104000000.0,47497100000.0,47497100000.0,2023-12-31
178382127.897235,0.169613,4710200000.0,1051700000.0,1051700000.0,3846700000.0,356800000.0,27121100000.0,5761900000.0,5405100000.0,-749800000.0,749800000.0,2973382127.897235,3846700000.0,36956100000.0,262215406.0,261502379.0,14.67,14.71,3846700000.0,3846700000.0,0.0,3846700000.0,-19000000.0,3865700000.0,3865700000.0,789600000.0,4655300000.0,1019600000.0,1051700000.0,-1051700000.0,-749800000.0,749800000.0,3638400000.0,9835000000.0,7078100000.0,356800000.0,356800000.0,13473400000.0,27121100000.0,40594500000.0,40594500000.0,2023-09-30
0.0,0.261702,4063500000.0,,,1653900000.0,858700000.0,28405000000.0,4063500000.0,3204800000.0,-923200000.0,923200000.0,1653900000.0,1653900000.0,37863500000.0,262523810.0,261693038.0,6.3,6.32,1653900000.0,1653900000.0,0.0,1653900000.0,-30600000.0,1684500000.0,1684500000.0,597100000.0,2281600000.0,495100000.0,,,-923200000.0,923200000.0,2829200000.0,9458500000.0,6461900000.0,858700000.0,858700000.0,12287700000.0,28405000000.0,40692700000.0,40692700000.0,2023-06-30
0.0,0.262223,4941300000.0,,,2359300000.0,912400000.0,31327000000.0,4941300000.0,4028900000.0,-24700000.0,774800000.0,2359300000.0,2359300000.0,34292600000.0,,,,,2359300000.0,2359300000.0,0.0,2359300000.0,-41500000.0,2400800000.0,2400800000.0,853300000.0,3254100000.0,-2373500000.0,,,-24700000.0,774800000.0,3698500000.0,2965600000.0,73200000.0,912400000.0,887300000.0,6664100000.0,31327000000.0,37991100000.0,37991100000.0,2023-03-31
,,,,,,,,,,,,,,,261123596.0,261123596.0,0.89,0.89,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.187721,4564600000.0,0.0,0.0,2481800000.0,848300000.0,19944300000.0,4564600000.0,3716300000.0,-663900000.0,663900000.0,2481800000.0,2481800000.0,28481100000.0,262138178.0,262138178.0,9.467526,9.467526,2481800000.0,2481800000.0,0.0,2481800000.0,2400000.0,2479400000.0,2479400000.0,573000000.0,3052400000.0,424400000.0,0.0,,-663900000.0,663900000.0,2891200000.0,8536800000.0,5490100000.0,848300000.0,848300000.0,11428000000.0,19944300000.0,31372300000.0,31372300000.0,2024-06-30 00:00:00
