Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
0.0,0.215611,76115000.0,0.0,0.0,56728000.0,3518000.0,217766000.0,76115000.0,72597000.0,-277000.0,277000.0,56728000.0,56728000.0,253607000.0,,,,,56728000.0,56728000.0,0.0,56728000.0,56728000.0,0.0,56728000.0,15593000.0,72320000.0,6869000.0,0.0,-277000.0,277000.0,65728000.0,35841000.0,32323000.0,3518000.0,3518000.0,101569000.0,217766000.0,319335000.0,319335000.0,2024-03-31,
0.0,0.260355,54953000.0,0.0,0.0,38662000.0,2638000.0,151307000.0,54953000.0,52315000.0,-44000.0,44000.0,38662000.0,38662000.0,183433000.0,18587500.0,18587500.0,2.08,2.08,38662000.0,38662000.0,0.0,38662000.0,38662000.0,0.0,38662000.0,13609000.0,52271000.0,4116000.0,0.0,-44000.0,44000.0,48200000.0,32126000.0,29488000.0,2638000.0,2638000.0,80326000.0,151307000.0,231633000.0,231633000.0,2023-12-31,
0.0,0.253497,46530000.0,0.0,0.0,32869000.0,2490000.0,88273000.0,46530000.0,44040000.0,-8000.0,8000.0,32869000.0,32869000.0,107703000.0,18570056.0,18570056.0,1.77,1.77,32869000.0,32869000.0,0.0,32869000.0,32869000.0,0.0,32869000.0,11162000.0,44032000.0,3666000.0,0.0,-8000.0,8000.0,40373000.0,19430000.0,16940000.0,2490000.0,2490000.0,59803000.0,88273000.0,148076000.0,148076000.0,2023-09-30,
0.0,0.249141,38129000.0,0.0,0.0,26889000.0,2314000.0,72425000.0,38129000.0,35815000.0,-4000.0,4000.0,26889000.0,26889000.0,97407000.0,18576000.0,18576000.0,0.812,0.812,26889000.0,26889000.0,0.0,26889000.0,26889000.0,,26889000.0,8922000.0,35811000.0,1805000.0,0.0,-4000.0,4000.0,34010000.0,24982000.0,22668000.0,2314000.0,2314000.0,58992000.0,72425000.0,131417000.0,131417000.0,2023-06-30,
0.0,0.244526,80350000.0,0.0,0.0,57339000.0,3793000.0,215687000.0,80350000.0,76557000.0,-659000.0,659000.0,57339000.0,57339000.0,257754000.0,18556311.0,18556311.0,3.09,3.09,57339000.0,57339000.0,0.0,57339000.0,57339000.0,0.0,57339000.0,18559000.0,75898000.0,5529000.0,0.0,-659000.0,659000.0,71029000.0,42067000.0,38274000.0,3793000.0,3793000.0,113096000.0,215687000.0,328783000.0,328783000.0,2024-06-30 00:00:00,0.0
