Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
60750000.0,60750000.0,1109319000.0,1150234000.0,1371119000.0,2521353000.0,933211000.0,1371119000.0,0.0,1371119000.0,1701944000.0,,0.0,1371119000.0,1371119000.0,,,,,3203226000.0,350313000.0,343779000.0,,,,330825000.0,330825000.0,6534000.0,1481806000.0,1447243000.0,,,0.0,819409000.0,,34563000.0,,,,5922000.0,260359000.0,3203226000.0,788219000.0,357035000.0,,142021000.0,,,289163000.0,,,,,,60985000.0,,,,,,2415017000.0,445273000.0,,,1969744000.0,,,,,2805000.0,140827000.0,,,40915000.0,,40915000.0,,2024-03-31
60750000.0,60750000.0,905085000.0,924674000.0,1329475000.0,2256315000.0,865941000.0,1329475000.0,0.0,1331641000.0,1639282000.0,1331641000.0,0.0,1331641000.0,1210141000.0,,,121500000.0,121500000.0,1715169000.0,326690000.0,12165000.0,,1577000.0,,307641000.0,307641000.0,5307000.0,1388479000.0,342574000.0,,617033000.0,0.0,617033000.0,,1431000.0,109571000.0,,,2796000.0,106775000.0,3046810000.0,792390000.0,78358000.0,,156315000.0,42201000.0,42201000.0,303069000.0,2166000.0,2166000.0,204726000.0,,204726000.0,47321000.0,157405000.0,,,,,2254420000.0,97266000.0,,,1870847000.0,,,,,2605000.0,213487000.0,,,70215000.0,50626000.0,19589000.0,,2023-09-30
60750000.0,60750000.0,1042105000.0,1103034000.0,1303843000.0,2409685000.0,1031521000.0,1303843000.0,,1306651000.0,1797585000.0,1306651000.0,0.0,1306651000.0,1225651000.0,924708000.0,124540000.0,81000000.0,81000000.0,1746608000.0,515289000.0,15586000.0,5282000.0,3487000.0,15586000.0,490934000.0,490934000.0,5282000.0,1231319000.0,-1000.0,140000.0,612100000.0,,612100000.0,1802000.0,1802000.0,182168000.0,17104000.0,258000.0,140000.0,164806000.0,3053259000.0,790419000.0,-1000.0,53476000.0,160216000.0,5583000.0,5583000.0,307077000.0,2808000.0,2808000.0,227163000.0,-49212000.0,276375000.0,68467000.0,12989000.0,42392000.0,110313000.0,42214000.0,0.0,2262840000.0,11264000.0,3000.0,41913000.0,1967958000.0,108422000.0,1851574000.0,7962000.0,53098000.0,2605000.0,124812000.0,-3386000.0,128198000.0,61187000.0,258000.0,60929000.0,60929000.0,2023-03-31
