Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
3464001.0,1641211667.0,1644675668.0,282348700000.0,315729700000.0,179709100000.0,521583500000.0,13953400000.0,179709100000.0,2463600000.0,208317400000.0,485629400000.0,210142400000.0,1825000000.0,208317400000.0,191905200000.0,,,,16412200000.0,16412200000.0,372548600000.0,299854200000.0,5073900000.0,,,,,13389700000.0,279629200000.0,2317200000.0,277312000000.0,1138900000.0,72694400000.0,921400000.0,,36100500000.0,146400000.0,35954100000.0,255700000.0,14041100000.0,,,604600000.0,13436500000.0,582691000000.0,496043200000.0,8254500000.0,,5022500000.0,,,80129200000.0,80129200000.0,,720200000.0,,28608300000.0,22210100000.0,6398200000.0,363704600000.0,,363704600000.0,102823000000.0,260881600000.0,,,,,86647800000.0,5294700000.0,,0.0,,,8306700000.0,,,9702400000.0,8442000000.0,,,54902000000.0,23984600000.0,30917400000.0,,,2024-03-31
3541932.0,1641133736.0,1644675668.0,254607500000.0,277831100000.0,173227800000.0,474280200000.0,-8485000000.0,173227800000.0,2321600000.0,198770700000.0,422945300000.0,199816600000.0,1045900000.0,198770700000.0,182359400000.0,,,,16411300000.0,16411300000.0,331251900000.0,245925800000.0,4445300000.0,,,,,13573500000.0,226370400000.0,2195800000.0,224174600000.0,730100000.0,85326100000.0,756900000.0,,51460700000.0,125800000.0,51334900000.0,188800000.0,11930000000.0,,,1008200000.0,10921800000.0,531068500000.0,454227400000.0,10918900000.0,,4391600000.0,,,75009200000.0,75009200000.0,,635500000.0,,25542900000.0,19144700000.0,6398200000.0,329128700000.0,,329128700000.0,73411000000.0,255717700000.0,,,,,76841100000.0,3979200000.0,,967100000.0,,,6381600000.0,,,8338500000.0,14727600000.0,,,42447100000.0,21545100000.0,20902000000.0,,,2023-09-30
4139430.0,1640536238.0,1644675668.0,213949300000.0,250514800000.0,166646400000.0,434460300000.0,6184900000.0,166646400000.0,2342600000.0,186288100000.0,378367100000.0,187341800000.0,1053700000.0,186288100000.0,650900000.0,41400000.0,96479800000.0,24003000000.0,16446800000.0,16446800000.0,300075200000.0,210019000000.0,54500000.0,0.0,0.0,30400000.0,216400000.0,14028500000.0,194297800000.0,2218800000.0,192079000000.0,624100000.0,90056200000.0,41800000.0,0.0,56217000000.0,123800000.0,56093200000.0,201900000.0,20066300000.0,6871700000.0,5800000.0,448200000.0,12740600000.0,487417000000.0,391175900000.0,100000.0,2729100000.0,3244400000.0,7786000000.0,165400000.0,49164100000.0,48461800000.0,702300000.0,555100000.0,555100000.0,19641700000.0,13243500000.0,6398200000.0,288090400000.0,-81957600000.0,370048000000.0,57440400000.0,3690900000.0,275272400000.0,20506300000.0,13138000000.0,0.0,96241100000.0,84800000.0,0.0,1016400000.0,4333900000.0,7851100000.0,9870800000.0,178700000.0,9692100000.0,10720700000.0,15319200000.0,-216600000.0,15535800000.0,46642600000.0,12419700000.0,34222900000.0,6498300000.0,27724600000.0,2023-03-31
