Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-5825107.534381,0.259009,5334540000.0,-22490000.0,-22490000.0,3399890000.0,167300000.0,4005620000.0,5312050000.0,5144750000.0,-556450000.0,556450000.0,3416554892.465619,3399280000.0,8410520000.0,,,,,3399280000.0,3399280000.0,0.0,3399280000.0,3399280000.0,-610000.0,3399890000.0,1188410000.0,4588300000.0,13040000.0,-30610000.0,30610000.0,-556450000.0,556450000.0,5154200000.0,4404900000.0,4237600000.0,167300000.0,167300000.0,9559100000.0,4005620000.0,13564720000.0,13564720000.0,2024-03-31
-258404.558405,0.258405,3998000000.0,-1000000.0,-1000000.0,2603000000.0,131000000.0,3392000000.0,3997000000.0,3866000000.0,-356000000.0,356000000.0,2603741595.441595,2603000000.0,6721000000.0,85428290.0,83913604.0,30.47,31.02,2603000000.0,2603000000.0,0.0,2603000000.0,2603000000.0,0.0,2603000000.0,907000000.0,3510000000.0,18000000.0,-21000000.0,21000000.0,-356000000.0,356000000.0,3849000000.0,3329000000.0,3198000000.0,131000000.0,131000000.0,7178000000.0,3392000000.0,10570000000.0,10570000000.0,2023-12-31
-252210.21611,0.25221,4449000000.0,-1000000.0,-1000000.0,3045000000.0,112000000.0,3400000000.0,4448000000.0,4336000000.0,-264000000.0,264000000.0,3045747789.78389,3045000000.0,6138000000.0,85270232.0,83861195.0,35.71,36.31,3045000000.0,3045000000.0,0.0,3045000000.0,3045000000.0,0.0,3045000000.0,1027000000.0,4072000000.0,14000000.0,-19000000.0,19000000.0,-264000000.0,264000000.0,4323000000.0,2738000000.0,2626000000.0,112000000.0,112000000.0,7061000000.0,3400000000.0,10461000000.0,10461000000.0,2023-09-30
511627.906977,0.255814,3237000000.0,2000000.0,2000000.0,2208000000.0,89000000.0,2874000000.0,3239000000.0,3150000000.0,-183000000.0,183000000.0,2206511627.906977,2208000000.0,4943000000.0,84955752.0,83699773.0,25.99,26.38,2208000000.0,2208000000.0,0.0,2208000000.0,2208000000.0,0.0,2208000000.0,759000000.0,2967000000.0,36000000.0,-18000000.0,18000000.0,-183000000.0,183000000.0,3112000000.0,2069000000.0,1980000000.0,89000000.0,89000000.0,5181000000.0,2874000000.0,8055000000.0,8055000000.0,2023-06-30
29924116.547383,0.261712,3588110000.0,114340000.0,114340000.0,2669680000.0,89340000.0,1635430000.0,3702450000.0,3613110000.0,2375860000.0,-2930000.0,2585264116.547383,2669120000.0,1827450000.0,,,,,2669120000.0,2669120000.0,0.0,2669120000.0,2669120000.0,-560000.0,2669680000.0,946360000.0,3616040000.0,-765970000.0,90730000.0,14230000.0,2375860000.0,-2930000.0,1891810000.0,192020000.0,-2440490000.0,89340000.0,44080000.0,2083830000.0,1635430000.0,3719260000.0,3719260000.0,2023-03-31
,,,,,,,,,,,,,,,85297419.0,83363803.0,26.73,27.35,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
-697761.179738,0.262316,4752820000.0,-2660000.0,-2660000.0,2927380000.0,226140000.0,4420680000.0,4750160000.0,4524020000.0,-555680000.0,555680000.0,2929342238.820262,2927380000.0,9543880000.0,91623787.0,89934869.0,31.95,32.55,2927380000.0,2927380000.0,0.0,2927380000.0,2927380000.0,,2927380000.0,1040960000.0,3968340000.0,46140000.0,-32780000.0,32780000.0,-555680000.0,555680000.0,4480540000.0,5123200000.0,4897060000.0,226140000.0,226140000.0,9603740000.0,4420680000.0,14024420000.0,14024420000.0,2024-06-30 00:00:00
17153376.613388,0.259939,6664950000.0,65990000.0,65990000.0,4233800000.0,255930000.0,4724320000.0,6730940000.0,6475010000.0,-754130000.0,754130000.0,4184963376.613388,4233680000.0,8693560000.0,91737378.0,90116645.0,46.15,46.98,4233680000.0,4233680000.0,0.0,4233680000.0,4233680000.0,-120000.0,4233800000.0,1487080000.0,5720880000.0,12580000.0,8930000.0,-8930000.0,-754130000.0,754130000.0,6396440000.0,3969240000.0,3713310000.0,255930000.0,255930000.0,10365680000.0,4724320000.0,15090000000.0,15090000000.0,2024-09-30 00:00:00
