Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
0.0,0.0,-740173000.0,0.0,-666725000.0,-992019000.0,154700000.0,211841000.0,-740173000.0,-894873000.0,-97390000.0,97390000.0,341431000.0,-992019000.0,1244473000.0,,,,,-992019000.0,-992019000.0,0.0,-992019000.0,244000.0,-992263000.0,-992263000.0,0.0,-992263000.0,68555000.0,-666725000.0,0.0,-97390000.0,97390000.0,-288997000.0,1032632000.0,398492000.0,154700000.0,154700000.0,743635000.0,211841000.0,955476000.0,955476000.0,2024-03-31,
0.0,0.0,162493000.0,0.0,0.0,-82752000.0,155500000.0,195230000.0,162493000.0,6993000.0,-91038000.0,91038000.0,-82752000.0,-82752000.0,1058768000.0,13072986.0,13072986.0,-6.33,-6.33,-82752000.0,-82752000.0,0.0,-82752000.0,1293000.0,-84045000.0,-84045000.0,0.0,-84045000.0,44092000.0,0.0,0.0,-91038000.0,91038000.0,-34846000.0,863538000.0,300647000.0,155500000.0,155500000.0,828692000.0,195230000.0,1023922000.0,1023922000.0,2023-12-31,
0.0,0.0,129438000.0,0.0,0.0,-114445000.0,158807000.0,185396000.0,129438000.0,-29369000.0,-87075000.0,87075000.0,-114445000.0,-114445000.0,1046074000.0,13064498.0,13064498.0,-8.76,-8.76,-114445000.0,-114445000.0,0.0,-114445000.0,1999000.0,-116444000.0,-116444000.0,0.0,-116444000.0,10481000.0,0.0,0.0,-87075000.0,87075000.0,-39850000.0,860678000.0,292780000.0,158807000.0,158807000.0,820828000.0,185396000.0,1006224000.0,1006224000.0,2023-09-30,
0.0,0.0,-275689000.0,2275000.0,-281332000.0,-563687000.0,155242000.0,199893000.0,-273414000.0,-428656000.0,-203154000.0,135054000.0,1252000.0,-563687000.0,979156000.0,,,,,-563687000.0,-563687000.0,0.0,-563687000.0,23000.0,-563710000.0,-563710000.0,0.0,-563710000.0,-24072000.0,-291290000.0,7971000.0,-203154000.0,135054000.0,-55022000.0,779263000.0,-384708000.0,155242000.0,150069000.0,724241000.0,199893000.0,924134000.0,924134000.0,2023-03-31,
0.0,0.0,37367000.0,0.0,-43939000.0,-177855000.0,152385000.0,198578000.0,37367000.0,-115018000.0,-62701000.0,62701000.0,-89977000.0,-177855000.0,1087105000.0,13067965.0,13067965.0,-13.61,-13.61,-177855000.0,-177855000.0,0.0,-177855000.0,-137000.0,-177719000.0,-177719000.0,0.0,-177719000.0,15991000.0,-43939000.0,0.0,-62701000.0,62701000.0,-87070000.0,888527000.0,295444000.0,152385000.0,152385000.0,801457000.0,198578000.0,1000035000.0,1000035000.0,2022-12-31,
0.0,0.0,117324000.0,0.0,0.0,-57490000.0,101712000.0,132471000.0,117324000.0,15612000.0,-73102000.0,73102000.0,-57490000.0,1026797000.0,728847000.0,13065237.0,13063575.0,78.59,78.6,1026797000.0,1026797000.0,0.0,1026797000.0,0.0,1026797000.0,-57490000.0,0.0,-57490000.0,134069000.0,0.0,,-73102000.0,73102000.0,-118457000.0,596376000.0,233683000.0,101712000.0,101712000.0,477919000.0,132471000.0,610390000.0,610390000.0,2024-06-30 00:00:00,1084287000.0
0.0,0.0,71034000.0,0.0,0.0,-87889000.0,99460000.0,138311000.0,71034000.0,-28426000.0,-60322000.0,60322000.0,-87889000.0,-102932000.0,633839000.0,13062437.0,13062437.0,-7.88,-7.88,-102932000.0,-102932000.0,0.0,-102932000.0,859000.0,-103791000.0,-88748000.0,0.0,-88748000.0,8468000.0,0.0,,-60322000.0,60322000.0,-36894000.0,495528000.0,203334000.0,99460000.0,99460000.0,458634000.0,138311000.0,596945000.0,596945000.0,2023-06-30 00:00:00,-15043000.0
