Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Preferred Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
13400800.0,13400800.0,597363000.0,645814000.0,527566000.0,1320485000.0,398384000.0,726833000.0,4763000.0,679434000.0,199267000.0,945217000.0,878701000.0,878701000.0,545426000.0,,,333275000.0,134008000.0,199267000.0,2646054000.0,71277000.0,-2000.0,71279000.0,4763000.0,66516000.0,2574777000.0,4167000.0,,574535000.0,574535000.0,131575000.0,1864500000.0,,1864500000.0,3524755000.0,551595000.0,2500000.0,3065000.0,151868000.0,151868000.0,394162000.0,,394162000.0,394162000.0,,,,,2973161000.0,70080000.0,,632529000.0,,,,,19675000.0,,2207189000.0,43688000.0,43688000.0,,,2024-03-31
13400800.0,13400800.0,198603000.0,206447000.0,602478000.0,802490000.0,321919000.0,602478000.0,6435000.0,602478000.0,,666879000.0,602478000.0,602478000.0,468470000.0,,,134008000.0,134008000.0,,1115974000.0,70837000.0,1000.0,70836000.0,6435000.0,64401000.0,1045137000.0,3786000.0,,135611000.0,135611000.0,33050000.0,872690000.0,,872690000.0,1718452000.0,351396000.0,3125000.0,3238000.0,,,345033000.0,,345033000.0,345033000.0,,,,,1367056000.0,57537000.0,,406066000.0,,,,,22642000.0,,879402000.0,1409000.0,1409000.0,,,2023-09-30
13400800.0,13400800.0,239055000.0,250264000.0,596157000.0,838361000.0,316616000.0,596157000.0,8060000.0,596157000.0,,650545000.0,596157000.0,596157000.0,462149000.0,350763000.0,111386000.0,134008000.0,134008000.0,,1732510000.0,62450000.0,2000.0,62448000.0,8060000.0,54388000.0,1670060000.0,5165000.0,27149000.0,187816000.0,187816000.0,64514000.0,1449930000.0,37365000.0,1412565000.0,2328667000.0,341991000.0,3750000.0,3132000.0,,,335109000.0,-283370000.0,618479000.0,15409000.0,382044000.0,176822000.0,44204000.0,0.0,1986676000.0,997000.0,47522000.0,370832000.0,39529000.0,81513000.0,23033000.0,226757000.0,14629000.0,0.0,1564176000.0,3149000.0,3149000.0,10000.0,3139000.0,2023-03-31
