Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
12028387.0,12028387.0,1143412000.0,1145341000.0,2023428000.0,3171699000.0,-181463000.0,2023428000.0,2026358000.0,2364048000.0,2027073000.0,715000.0,2026358000.0,1906074000.0,,,120284000.0,120284000.0,1969866000.0,457665000.0,3000.0,,12222000.0,103870000.0,337690000.0,337690000.0,3837000.0,1512201000.0,12512000.0,807651000.0,807651000.0,12121000.0,670237000.0,,,226000.0,670011000.0,3996939000.0,2666201000.0,23784000.0,,187106000.0,187106000.0,,8878000.0,,2930000.0,19000.0,2911000.0,2443357000.0,,2443357000.0,2443357000.0,,,,,1330738000.0,91234000.0,,,658285000.0,,,,,181000.0,,560778000.0,,,20260000.0,18331000.0,1929000.0,,,2024-03-31
12028387.0,12028387.0,1323421000.0,1335137000.0,1946028000.0,3281184000.0,-165499000.0,1946028000.0,1946047000.0,2455648000.0,1946773000.0,726000.0,1946047000.0,1825684000.0,,,120363000.0,120363000.0,2028886000.0,641064000.0,,,16012000.0,115451000.0,509601000.0,509601000.0,,1387822000.0,1304000.0,825536000.0,825536000.0,6668000.0,553743000.0,,,4354000.0,549389000.0,3975659000.0,2753336000.0,24443000.0,,207470000.0,207470000.0,,0.0,,19000.0,19000.0,0.0,2521397000.0,,2521397000.0,2521397000.0,,,,,1222323000.0,120762000.0,,,636073000.0,,,,,319000.0,,448758000.0,,,16411000.0,4695000.0,11716000.0,,,2023-09-30
11694113.0,11694113.0,1472375000.0,1479659000.0,1826047000.0,3308636000.0,-184927000.0,1826047000.0,1828977000.0,2489080000.0,1829680000.0,703000.0,1828977000.0,1712114000.0,1407552000.0,254344000.0,116863000.0,116863000.0,2292667000.0,804514000.0,1000.0,4986000.0,28959000.0,110449000.0,660103000.0,660103000.0,4986000.0,1488153000.0,27472000.0,819556000.0,819556000.0,19473000.0,623244000.0,1719000.0,650000.0,217000.0,620658000.0,4122347000.0,2819121000.0,-56000.0,187455000.0,22057000.0,22057000.0,0.0,8935000.0,8935000.0,2930000.0,19000.0,2911000.0,2590201000.0,-597127000.0,3187328000.0,2590201000.0,1996629000.0,1056607000.0,134092000.0,0.0,1303226000.0,57000.0,650000.0,79703000.0,651384000.0,13931000.0,415038000.0,86206000.0,136209000.0,12832000.0,32108000.0,507248000.0,0.0,507248000.0,19244000.0,11960000.0,7284000.0,2033000.0,5251000.0,2023-03-31
