Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Derivative Product Liabilities
31475048.0,31475048.0,1079901000.0,1380849000.0,4411195000.0,5591757000.0,987939000.0,4411195000.0,258966000.0,4469874000.0,4663652000.0,4469874000.0,4469874000.0,,4155124000.0,,314750000.0,314750000.0,3266107000.0,609163000.0,206208000.0,402955000.0,209177000.0,193778000.0,,2656944000.0,117118000.0,977894000.0,49789000.0,928105000.0,83708000.0,,1365418000.0,,,0.0,1365418000.0,7735981000.0,4091098000.0,11706000.0,,,43777000.0,43777000.0,58679000.0,58679000.0,3952180000.0,,3952180000.0,346095000.0,3606085000.0,,,,,3644883000.0,193277000.0,,,,1132047000.0,,,,,,2073891000.0,,,245668000.0,203686000.0,41982000.0,,2024-03-31,
31475048.0,31475048.0,906449000.0,1232659000.0,4318461000.0,5352877000.0,868123000.0,4318461000.0,278875000.0,4399093000.0,4471037000.0,4399093000.0,4399093000.0,4084343000.0,,,314750000.0,314750000.0,2928428000.0,518884000.0,202299000.0,306614000.0,234670000.0,71944000.0,8936000.0,2409544000.0,121517000.0,926045000.0,44205000.0,881840000.0,,52129000.0,1195501000.0,,,0.0,1195501000.0,7327521000.0,4049854000.0,8494000.0,,,55788000.0,55788000.0,80632000.0,80632000.0,3868640000.0,,3868640000.0,245689000.0,3622951000.0,,,,,3277667000.0,181720000.0,,,,1099288000.0,,,,,,1876069000.0,,,120590000.0,73255000.0,47335000.0,,2023-09-30,
31475048.0,31475048.0,872948000.0,1207816000.0,4302056000.0,5317616000.0,959090000.0,4302056000.0,285533000.0,4395333000.0,4477092000.0,4395333000.0,4395333000.0,33921000.0,2703427000.0,1343235000.0,314750000.0,314750000.0,2866931000.0,535668000.0,198880000.0,329916000.0,248157000.0,81759000.0,,2331263000.0,21975000.0,877900000.0,37376000.0,840524000.0,102077000.0,102077000.0,1228981000.0,86931000.0,4492000.0,2180000.0,1135378000.0,7262264000.0,3971911000.0,1704000.0,34652000.0,0.0,3586000.0,3586000.0,93277000.0,93277000.0,3818891000.0,-2471568000.0,6290459000.0,101357000.0,3717534000.0,5005702000.0,867514000.0,315886000.0,0.0,3290353000.0,13033000.0,0.0,4492000.0,183054000.0,1086021000.0,35350000.0,139311000.0,36194000.0,875166000.0,28883000.0,1755413000.0,-3729000.0,1759142000.0,219457000.0,170122000.0,49335000.0,49335000.0,2023-03-31,
