Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-3680803.571429,0.216518,97800000.0,-17000000.0,-17000000.0,35100000.0,10400000.0,511200000.0,80800000.0,70400000.0,-25600000.0,25600000.0,48419196.428571,37400000.0,921500000.0,,,,,37400000.0,37400000.0,0.0,37400000.0,,37400000.0,2300000.0,35100000.0,9700000.0,44800000.0,22400000.0,-17000000.0,17000000.0,-25600000.0,25600000.0,65000000.0,410300000.0,399900000.0,10400000.0,10400000.0,475300000.0,511200000.0,986500000.0,986500000.0,2024-03-31
1164556.962025,0.242616,76200000.0,4800000.0,4800000.0,35900000.0,8700000.0,781700000.0,81000000.0,72300000.0,-24900000.0,24900000.0,32264556.962025,35500000.0,1156000000.0,39444444.0,39444444.0,0.9,0.9,35500000.0,35500000.0,0.0,35500000.0,0.0,35500000.0,-400000.0,35900000.0,11500000.0,47400000.0,7800000.0,4800000.0,-4800000.0,-24900000.0,24900000.0,59700000.0,374300000.0,365600000.0,8700000.0,8700000.0,434000000.0,781700000.0,1215700000.0,1215700000.0,2023-12-31
-2059214.092141,0.226287,130600000.0,-9100000.0,-9100000.0,57100000.0,13700000.0,1386500000.0,121500000.0,107800000.0,-34000000.0,34000000.0,64140785.907859,-4400000.0,1729100000.0,39616873.0,39616873.0,-0.11,-0.11,-4400000.0,-4400000.0,0.0,-4400000.0,0.0,-4400000.0,-61500000.0,57100000.0,16700000.0,73800000.0,4600000.0,-9100000.0,9100000.0,-34000000.0,34000000.0,112300000.0,342600000.0,328900000.0,13700000.0,13700000.0,454900000.0,1386500000.0,1841400000.0,1841400000.0,2023-09-30
-9150000.0,0.3,52500000.0,-30500000.0,-30500000.0,-31800000.0,13000000.0,540300000.0,22000000.0,9000000.0,-29000000.0,29000000.0,-10450000.0,-31800000.0,874600000.0,39750000.0,39750000.0,-0.8,-0.8,-31800000.0,-31800000.0,0.0,-31800000.0,,-31800000.0,,-31800000.0,11800000.0,-20000000.0,2900000.0,-30500000.0,30500000.0,-29000000.0,29000000.0,36600000.0,334300000.0,321300000.0,13000000.0,13000000.0,370900000.0,540300000.0,911200000.0,911200000.0,2023-06-30
4020000.0,0.3,31700000.0,13400000.0,13400000.0,5600000.0,17400000.0,553700000.0,45100000.0,27700000.0,7500000.0,3300000.0,-3780000.0,5600000.0,1006200000.0,,,,,5600000.0,5600000.0,0.0,5600000.0,0.0,5600000.0,,5600000.0,18800000.0,24400000.0,-12700000.0,13400000.0,-13400000.0,7500000.0,3300000.0,29500000.0,452500000.0,59600000.0,17400000.0,10300000.0,482000000.0,553700000.0,1035700000.0,1035700000.0,2023-03-31
,,,,,,,,,,,,,,,38888889.0,38888889.0,0.18,0.18,,,,,0.0,,-36900000.0,,,,,,,,,,,,,,,,,,2022-12-31
-3800566.572238,0.294618,83200000.0,-12900000.0,-12900000.0,24900000.0,10700000.0,574800000.0,70300000.0,59600000.0,-24300000.0,24300000.0,33999433.427762,24900000.0,979600000.0,39523810.0,39523810.0,0.63,0.63,24900000.0,24900000.0,0.0,24900000.0,0.0,24900000.0,0.0,24900000.0,10400000.0,35300000.0,10600000.0,-12900000.0,12900000.0,-24300000.0,24300000.0,61900000.0,404800000.0,394100000.0,10700000.0,10700000.0,466700000.0,574800000.0,1041500000.0,1041500000.0,2024-06-30 00:00:00
