Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
20000.0,6575079643.0,6575099643.0,174619700000.0,217937700000.0,738618300000.0,956051800000.0,-13687300000.0,738618300000.0,31857700000.0,769971800000.0,898032000000.0,771957800000.0,1986000000.0,769971800000.0,704220800000.0,,,65751000000.0,65751000000.0,475214500000.0,258809100000.0,43880900000.0,,5600900000.0,41357000000.0,151373700000.0,23313500000.0,128060200000.0,9420500000.0,216405400000.0,10827400000.0,66564000000.0,8544200000.0,58019800000.0,10760600000.0,66396700000.0,,,66396700000.0,1247172300000.0,1044454200000.0,11467600000.0,,,91186400000.0,91186400000.0,131207600000.0,31353500000.0,,756799300000.0,,756799300000.0,236267800000.0,520531500000.0,,,,,202718100000.0,13964300000.0,,,59700000000.0,,,,726200000.0,,95802700000.0,,,32524900000.0,21064600000.0,11460300000.0,,,2024-03-31
,6575099643.0,6575099643.0,142130000000.0,179510100000.0,698967200000.0,890577500000.0,-8883300000.0,698967200000.0,17521300000.0,728588700000.0,833931600000.0,730368200000.0,1779500000.0,728588700000.0,662837700000.0,,,65751000000.0,65751000000.0,431649300000.0,221516700000.0,44749000000.0,,5522600000.0,40278800000.0,114773900000.0,9431000000.0,105342900000.0,8927200000.0,210132600000.0,13508900000.0,64736200000.0,8090300000.0,56645900000.0,9821600000.0,69762100000.0,,,69762100000.0,1162017500000.0,960768200000.0,10432800000.0,,63519000000.0,6212200000.0,6212200000.0,124746200000.0,29621500000.0,,704397700000.0,,704397700000.0,211239100000.0,493158600000.0,,,,,201249300000.0,12026400000.0,,,59102500000.0,,,,798400000.0,,85904800000.0,,,43417200000.0,23558400000.0,19858800000.0,,,2023-09-30
0.0,6575099643.0,6575099643.0,160311300000.0,178161800000.0,620711400000.0,812023300000.0,-11803300000.0,620711400000.0,15412800000.0,649274300000.0,738071200000.0,651069800000.0,1795500000.0,649274300000.0,583523300000.0,521689600000.0,1267400000.0,65751000000.0,65751000000.0,426737700000.0,209627500000.0,45421900000.0,460200000.0,50660700000.0,43950900000.0,99974100000.0,11177200000.0,88796900000.0,8091300000.0,217110200000.0,887700000.0,78187700000.0,4235600000.0,73952100000.0,9285600000.0,104026800000.0,32505600000.0,85600000.0,71435600000.0,1077807500000.0,872500600000.0,10342300000.0,18200100000.0,50843300000.0,51057300000.0,51057300000.0,121639700000.0,28562900000.0,28562900000.0,634870800000.0,-165475000000.0,800345800000.0,169213900000.0,8152000000.0,560716300000.0,18949300000.0,16864800000.0,26449500000.0,205306900000.0,9384100000.0,2976100000.0,12006400000.0,59179200000.0,42253900000.0,174500000.0,16750800000.0,13355800000.0,2918400000.0,106796100000.0,-1082200000.0,107878300000.0,8053600000.0,5615900000.0,2437700000.0,995100000.0,1442600000.0,2023-03-31
