Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
99371406.0,99371406.0,48676000.0,51769000.0,416693000.0,468462000.0,194617000.0,416693000.0,416693000.0,434159000.0,416693000.0,416693000.0,241465814.0,177969000.0,175227000.0,175227000.0,170621000.0,18526000.0,-1000.0,1061000.0,0.0,17466000.0,17466000.0,152095000.0,10369000.0,34303000.0,34303000.0,240000.0,107151000.0,616000.0,5424000.0,101111000.0,587314000.0,240602000.0,15000000.0,2720000.0,157372000.0,157372000.0,0.0,0.0,0.0,80510000.0,-36756000.0,117266000.0,17619000.0,62891148.0,60923000.0,18511000.0,20213000.0,0.0,346712000.0,25400000.0,35703000.0,69939000.0,7953000.0,61986000.0,611000.0,1354000.0,205511000.0,8194000.0,5101000.0,3093000.0,3093000.0,2023-03-31
64348576.0,64348576.0,,74951165.0,393263257.0,468214422.0,334095007.0,393263257.0,393263257.0,411478852.0,393263257.0,393263257.0,218035815.0,,175227442.0,175227442.0,143654677.0,18215594.0,-1.0,,,18215595.0,18215595.0,125439083.0,17897841.0,56735570.0,56735570.0,,50805672.0,,1898520.0,48907152.0,536917934.0,77383844.0,,2269859.0,9590692.0,,,,,65523293.0,,,,,,,,,459534090.0,,,60081853.0,,,18843539.0,,153288283.0,227320415.0,,227320415.0,,2022-12-31
99371406.0,99371406.0,17395000.0,21677000.0,427085000.0,448762000.0,293175000.0,427085000.0,427085000.0,443905000.0,427085000.0,427085000.0,,177969000.0,175227000.0,175227000.0,48119000.0,18014000.0,-5000.0,1199000.0,0.0,16820000.0,16820000.0,30105000.0,,4857000.0,4857000.0,105000.0,25060000.0,465000.0,8750000.0,15845000.0,475204000.0,151926000.0,,3122000.0,21363000.0,21363000.0,0.0,0.0,0.0,127441000.0,-45497000.0,172938000.0,24245000.0,,71226000.0,18320000.0,59147000.0,0.0,323280000.0,,34026000.0,153673000.0,3088000.0,150585000.0,593000.0,1094000.0,129590000.0,4304000.0,22000.0,4282000.0,4282000.0,2024-03-31 00:00:00
99371406.0,99371406.0,17340000.0,30925000.0,411403000.0,442328000.0,265318000.0,411403000.0,411403000.0,431811000.0,411403000.0,411403000.0,236176000.0,,175227000.0,175227000.0,175301000.0,21469000.0,,1061000.0,,20408000.0,20408000.0,153832000.0,2650000.0,10517000.0,10517000.0,240000.0,140425000.0,,2764000.0,137661000.0,586704000.0,167554000.0,23000000.0,2970000.0,74938000.0,74938000.0,,,,66646000.0,,66646000.0,7750000.0,58896000.0,,,,,419150000.0,17825000.0,,113951000.0,,,36627000.0,,237162000.0,13585000.0,,13585000.0,,2023-12-31 00:00:00
99371406.0,99371406.0,76137000.0,78909000.0,407223000.0,486132000.0,238846000.0,407223000.0,407223000.0,422915000.0,407223000.0,407223000.0,231996000.0,,175227000.0,175227000.0,172381000.0,16753000.0,,1061000.0,,15692000.0,15692000.0,155628000.0,4367000.0,63217000.0,63217000.0,240000.0,87804000.0,,1250000.0,86554000.0,579604000.0,185130000.0,23000000.0,2885000.0,90938000.0,90938000.0,0.0,0.0,0.0,68307000.0,,68307000.0,7527000.0,60780000.0,,,,,394474000.0,4957000.0,,102260000.0,,,64682000.0,,217962000.0,4613000.0,1841000.0,2772000.0,,2023-09-30 00:00:00
99371406.0,99371406.0,61781000.0,84924000.0,404429000.0,489353000.0,224886000.0,404429000.0,404429000.0,421012000.0,404429000.0,404429000.0,229202000.0,,175227000.0,175227000.0,139893000.0,17645000.0,1000.0,1061000.0,,16583000.0,16583000.0,122248000.0,2368000.0,68341000.0,68341000.0,240000.0,51299000.0,,,51299000.0,544322000.0,197189000.0,15000000.0,2796000.0,110938000.0,110938000.0,,,,68455000.0,,68455000.0,5695000.0,62760000.0,,,,,347134000.0,55362000.0,,80075000.0,,,13600000.0,,173113000.0,24984000.0,1841000.0,23143000.0,,2023-06-30 00:00:00
