Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.242415,905830000.0,0.0,0.0,552080000.0,40680000.0,40623180000.0,905830000.0,865150000.0,-138670000.0,138670000.0,552080000.0,552080000.0,41879870000.0,65880668.0,65880668.0,8.38,8.38,552080000.0,552080000.0,0.0,552080000.0,1710000.0,550370000.0,550370000.0,176110000.0,726480000.0,74210000.0,0.0,-138670000.0,138670000.0,790940000.0,1256690000.0,786750000.0,40680000.0,40680000.0,2047630000.0,40623180000.0,42670810000.0,42670810000.0
2023-09-30,-250911.510313,0.392049,700560000.0,-640000.0,-640000.0,261600000.0,47790000.0,28836420000.0,699920000.0,652130000.0,-275600000.0,291410000.0,261989088.489687,261600000.0,29544680000.0,,,,,261600000.0,261600000.0,0.0,261600000.0,42300000.0,219300000.0,219300000.0,141420000.0,360720000.0,-33290000.0,-640000.0,-275600000.0,291410000.0,683850000.0,708260000.0,-6960000.0,47790000.0,42930000.0,1392110000.0,28836420000.0,30228530000.0,30228530000.0
2023-06-30,0.0,0.247238,955970000.0,0.0,0.0,500520000.0,42840000.0,22825650000.0,955970000.0,913130000.0,-247740000.0,247740000.0,500520000.0,500520000.0,23584050000.0,65899665.0,65899665.0,7.595183,7.595183,500520000.0,500520000.0,0.0,500520000.0,-360000.0,500880000.0,500880000.0,164510000.0,665390000.0,40610000.0,0.0,-247740000.0,247740000.0,872520000.0,758400000.0,349210000.0,42840000.0,42840000.0,1630920000.0,22825650000.0,24456570000.0,24456570000.0
