Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.178391,80990000.0,64083000.0,2978000.0,80990000.0,78012000.0,-15000.0,15000.0,64083000.0,64083000.0,23951000.0,5966760.0,5966760.0,10.74,10.74,64083000.0,64083000.0,0.0,64083000.0,64083000.0,64083000.0,13914000.0,77997000.0,683000.0,-15000.0,15000.0,77329000.0,23951000.0,14417000.0,2978000.0,2978000.0,101280000.0,101280000.0,2023-12-31
0.0,0.235654,95489000.0,70890000.0,2725000.0,95489000.0,92764000.0,-18000.0,18000.0,70890000.0,70890000.0,23053000.0,5967172.0,5967172.0,11.88,11.88,70890000.0,70890000.0,0.0,70890000.0,70890000.0,70890000.0,21856000.0,92746000.0,920000.0,-18000.0,18000.0,91844000.0,23053000.0,13772000.0,2725000.0,2725000.0,114897000.0,114897000.0,2023-09-30
0.0,0.142791,52055000.0,42347000.0,2632000.0,52055000.0,49423000.0,-22000.0,22000.0,42347000.0,42347000.0,45104000.0,5964366.0,5964366.0,7.1,7.1,42347000.0,42347000.0,0.0,42347000.0,42347000.0,42347000.0,7054000.0,49401000.0,1483000.0,-22000.0,22000.0,47940000.0,45104000.0,35926000.0,2632000.0,2632000.0,93044000.0,93044000.0,2023-06-30
0.0,0.3,9967000.0,1972000.0,2507000.0,9967000.0,7460000.0,268000.0,24000.0,1972000.0,1972000.0,20147000.0,,,,,1972000.0,1972000.0,0.0,1972000.0,1922000.0,1922000.0,5514000.0,7436000.0,-161000.0,268000.0,24000.0,7457000.0,20147000.0,3246000.0,2507000.0,2507000.0,27604000.0,27604000.0,2023-03-31
0.0,0.225123,41212000.0,29918000.0,2574000.0,41212000.0,38638000.0,-28000.0,28000.0,29918000.0,29918000.0,20495000.0,5971657.0,5971657.0,5.01,5.01,29918000.0,29918000.0,0.0,29918000.0,29918000.0,29918000.0,8692000.0,38610000.0,131000.0,-28000.0,28000.0,38507000.0,20495000.0,11956000.0,2574000.0,2574000.0,59002000.0,59002000.0,2022-12-31
0.0,0.3,-26268000.0,-115389000.0,2997000.0,-26268000.0,-29265000.0,-12000.0,12000.0,-115389000.0,-115389000.0,107991000.0,,,,,-115389000.0,-115389000.0,0.0,-115389000.0,-115389000.0,-115389000.0,86112000.0,-29277000.0,247000.0,-12000.0,12000.0,-29512000.0,107991000.0,98010000.0,2997000.0,2997000.0,78479000.0,78479000.0,2024-03-31 00:00:00
0.0,0.351115,37834000.0,22600000.0,2996000.0,37834000.0,34838000.0,-9000.0,9000.0,22600000.0,22600000.0,67122000.0,5963061.0,5963061.0,3.79,3.79,22600000.0,22600000.0,0.0,22600000.0,22600000.0,22600000.0,12229000.0,34829000.0,5024000.0,-9000.0,9000.0,29814000.0,67122000.0,57580000.0,2996000.0,2996000.0,96936000.0,96936000.0,2024-06-30 00:00:00
