Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Current Deferred Taxes Liabilities,Other Inventories
31037904.0,31037904.0,562200000.0,842140000.0,2904750000.0,6188800000.0,1487820000.0,2904750000.0,158710000.0,5505370000.0,5905730000.0,5616000000.0,110630000.0,5505370000.0,5194990000.0,,,310380000.0,310380000.0,2280270000.0,839930000.0,257900000.0,516440000.0,116080000.0,400360000.0,1440340000.0,130010000.0,325700000.0,42630000.0,283070000.0,,42450000.0,638350000.0,,22190000.0,616160000.0,7896270000.0,4968110000.0,35790000.0,,,42970000.0,115180000.0,,115180000.0,,,2600620000.0,856290000.0,1744330000.0,2168050000.0,,2168050000.0,23320000.0,2144730000.0,,,,,2928160000.0,76700000.0,,,,719630000.0,,,,9150000.0,1624100000.0,,,498580000.0,377350000.0,121230000.0,,,2024-03-31,,
31037904.0,31037904.0,708350000.0,1003150000.0,2317710000.0,5817270000.0,952700000.0,2317710000.0,165250000.0,4979370000.0,5467160000.0,5082630000.0,103260000.0,4979370000.0,4668990000.0,,,310380000.0,310380000.0,2309470000.0,925490000.0,293680000.0,607550000.0,119760000.0,487790000.0,1383980000.0,88660000.0,395600000.0,45490000.0,350110000.0,,42990000.0,634280000.0,,29140000.0,605140000.0,7392100000.0,5055420000.0,59140000.0,,,29660000.0,98550000.0,,98550000.0,,,2661660000.0,925910000.0,1735750000.0,2178790000.0,,2178790000.0,14400000.0,2164390000.0,,,,,2336680000.0,89610000.0,,,,623640000.0,,,,5050000.0,1405600000.0,,,212780000.0,83230000.0,129550000.0,,,2023-09-30,,
30437904.0,30437904.0,124550000.0,304860000.0,3954390000.0,4500120000.0,2235880000.0,3954390000.0,101130000.0,4296390000.0,4296390000.0,4296390000.0,,4296390000.0,38830000.0,3916630000.0,39410000.0,304380000.0,304380000.0,1084770000.0,163000000.0,89650000.0,73350000.0,73350000.0,,921770000.0,91330000.0,231510000.0,27780000.0,203730000.0,65740000.0,17590000.0,595090000.0,163640000.0,6120000.0,425330000.0,5381160000.0,2223510000.0,150460000.0,149320000.0,13610000.0,8120000.0,30670000.0,30670000.0,59810000.0,6000000.0,6000000.0,342000000.0,52690000.0,289310000.0,1663120000.0,-1028700000.0,2691820000.0,17170000.0,158820000.0,1578000000.0,530980000.0,406850000.0,0.0,3157650000.0,270000.0,5840000.0,14910000.0,52220000.0,484140000.0,181510000.0,131620000.0,171010000.0,66740000.0,900260000.0,-14520000.0,914780000.0,1633270000.0,1554090000.0,79180000.0,3400000.0,75780000.0,2023-03-31,,
