Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
20018420.0,20018420.0,13144960000.0,13173270000.0,10281474000.0,23440777000.0,763598000.0,10281474000.0,15784000.0,10283291000.0,12898366000.0,10283291000.0,10283291000.0,10083107000.0,,,200184000.0,200184000.0,18256233000.0,3409833000.0,,,,777194000.0,2624635000.0,9560000.0,2615075000.0,8004000.0,14846400000.0,143016000.0,10548635000.0,6224000.0,10542411000.0,,75965000.0,3793913000.0,,,3793913000.0,28539524000.0,12929526000.0,111315000.0,,819927000.0,819927000.0,1817000.0,,11965635000.0,,11965635000.0,96189000.0,11869446000.0,,,,,15609998000.0,110922000.0,,,14952174000.0,,,,,4336000.0,478396000.0,,,64170000.0,51644000.0,12526000.0,,2024-03-31
20018420.0,20018420.0,6597415000.0,6620147000.0,9723301000.0,16328950000.0,363570000.0,9723301000.0,16750000.0,9725553000.0,12847007000.0,9725553000.0,9725553000.0,9525369000.0,,,200184000.0,200184000.0,7973077000.0,3777925000.0,,,,601790000.0,3131980000.0,10526000.0,3121454000.0,29354000.0,4195152000.0,121530000.0,3488167000.0,6224000.0,3481943000.0,,72532000.0,269318000.0,,,269318000.0,17698630000.0,13139908000.0,70739000.0,,1062118000.0,1062118000.0,2252000.0,,11943348000.0,,11943348000.0,501763000.0,11441585000.0,,,,,4558722000.0,93745000.0,,,3758986000.0,,,,,6404000.0,629139000.0,,,70448000.0,64466000.0,5982000.0,,2023-09-30
20018420.0,20018420.0,10666491000.0,10691747000.0,8908683000.0,19594520000.0,-3098000.0,8908683000.0,8790000.0,8911563000.0,11974800000.0,8911563000.0,8911563000.0,8711379000.0,5120084000.0,556908000.0,200184000.0,200184000.0,15271352000.0,3498345000.0,563000.0,20977000.0,563000.0,397699000.0,3068527000.0,5290000.0,3063237000.0,20977000.0,11773007000.0,17595000.0,7623220000.0,3500000.0,7619720000.0,71409000.0,71409000.0,3941766000.0,292687000.0,3723000.0,3645356000.0,24182915000.0,12413006000.0,99116000.0,64570000.0,477091000.0,477091000.0,2880000.0,2880000.0,11783693000.0,-3195118000.0,14978811000.0,132285000.0,19525000.0,10219879000.0,1973487000.0,2633635000.0,0.0,11769909000.0,112071000.0,29753000.0,112071000.0,10852002000.0,1129809000.0,8507472000.0,193251000.0,1021470000.0,29391000.0,726472000.0,0.0,726472000.0,20220000.0,3754000.0,16466000.0,16466000.0,2023-03-31
