Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
14087336.0,14087336.0,1486800000.0,1719900000.0,13601200000.0,15377500000.0,6475000000.0,13601200000.0,44800000.0,13702400000.0,13702400000.0,13702400000.0,13702400000.0,13561500000.0,,140900000.0,140900000.0,7235100000.0,576000000.0,5600000.0,,,333900000.0,31300000.0,31300000.0,0.0,185500000.0,6659100000.0,477600000.0,1688600000.0,13500000.0,1675100000.0,,33000000.0,4382000000.0,,,54700000.0,4327300000.0,20937500000.0,7803400000.0,185400000.0,,1106700000.0,1106700000.0,101200000.0,200000.0,101000000.0,6355000000.0,,6355000000.0,280400000.0,6074600000.0,,,,,13134100000.0,96800000.0,,,3731100000.0,,,,,,7150400000.0,,,2155800000.0,1967500000.0,188300000.0,,,2024-03-31
14087336.0,14087336.0,1586300000.0,1742400000.0,13335300000.0,15137400000.0,6611400000.0,13335300000.0,41600000.0,13436600000.0,13436600000.0,13436600000.0,13436600000.0,13295700000.0,,140900000.0,140900000.0,6320500000.0,530600000.0,5800000.0,,,308700000.0,20300000.0,20300000.0,0.0,187100000.0,5789900000.0,189200000.0,1722100000.0,21300000.0,1700800000.0,,27000000.0,3778400000.0,,,68300000.0,3710100000.0,19757100000.0,7355800000.0,224600000.0,,750300000.0,750300000.0,101300000.0,300000.0,101000000.0,6224500000.0,,6224500000.0,494400000.0,5730100000.0,,,,,12401300000.0,105600000.0,,,3529700000.0,,,,,,6626400000.0,,,2139600000.0,2025100000.0,114500000.0,,,2023-09-30
14087336.0,14087336.0,1669759000.0,1906264000.0,12884760000.0,14840964000.0,6775481000.0,12884760000.0,51413000.0,12986113000.0,12986113000.0,12986113000.0,12986113000.0,12845200000.0,6854397000.0,140874000.0,140874000.0,7162711000.0,516821000.0,6100000.0,172878000.0,6092000.0,305739000.0,26170000.0,26170000.0,0.0,172900000.0,6645890000.0,250000000.0,1880094000.0,25243000.0,1854851000.0,27001000.0,27000000.0,4569122000.0,133821000.0,18035000.0,0.0,4417266000.0,20148824000.0,6727453000.0,242500000.0,287911000.0,170300000.0,170300000.0,101353000.0,359000.0,100994000.0,6158148000.0,-3884802000.0,10042950000.0,337245000.0,753379000.0,3696545000.0,4090148000.0,1165633000.0,0.0,13421371000.0,99000000.0,1506287000.0,106204000.0,3871106000.0,2060267000.0,309713000.0,106695000.0,1394431000.0,136236000.0,6563144000.0,-160290000.0,6723434000.0,1238394000.0,1053302000.0,185092000.0,172500000.0,12592000.0,2023-03-31
