Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Date
0.0,0.385555,0.0,0.0,1393500000.0,6893200000.0,17919500000.0,24812700000.0,1393500000.0,1393500000.0,,,,,1393500000.0,1393500000.0,1393500000.0,1393500000.0,0.0,1393500000.0,874400000.0,2267900000.0,0.0,13444600000.0,8315200000.0,11022700000.0,11022700000.0,2024-03-31
0.0,0.367405,0.0,0.0,1143100000.0,7392800000.0,17517500000.0,24910300000.0,1143100000.0,1143100000.0,6724117647.0,6724117647.0,0.17,0.17,1143100000.0,1143100000.0,1143100000.0,1143100000.0,0.0,1143100000.0,663900000.0,1807000000.0,0.0,6003500000.0,526800000.0,11009600000.0,11009600000.0,2023-12-31
0.0,0.35956,0.0,0.0,1890900000.0,6748800000.0,17310100000.0,24058900000.0,1890900000.0,1890900000.0,6753214286.0,6753214286.0,0.28,0.28,1890900000.0,1890900000.0,1890900000.0,1890900000.0,0.0,1890900000.0,1061600000.0,2952500000.0,0.0,6846300000.0,2534400000.0,9431400000.0,9431400000.0,2023-09-30
0.0,0.348233,0.0,0.0,1526700000.0,7375600000.0,15782300000.0,23157900000.0,1526700000.0,1526700000.0,6637826087.0,6637826087.0,0.23,0.23,1526700000.0,1526700000.0,1526700000.0,1526700000.0,0.0,1526700000.0,815700000.0,2342400000.0,0.0,7483700000.0,2959700000.0,9161400000.0,9161400000.0,2023-06-30
8393662.138109,0.389696,21539000.0,21539000.0,4569890000.0,6837804000.0,14211610000.0,21049414000.0,4556744662.138109,4569890000.0,,,,,4569890000.0,4569890000.0,4569890000.0,4569888000.0,0.0,4569888000.0,2918000000.0,7487888000.0,21539000.0,8158319000.0,-1238917000.0,12035368000.0,12035368000.0,2023-03-31
,,,,,,,,,,6786181818.0,6786181818.0,0.55,0.55,,,,,,,,,,,,,,2022-12-31
0.0,0.148767,0.0,0.0,1815000000.0,8500300000.0,18022400000.0,26522700000.0,1815000000.0,1815000000.0,6722222222.0,6722222222.0,0.27,0.27,1815000000.0,1815000000.0,1815000000.0,1815000000.0,0.0,1815000000.0,317200000.0,2132200000.0,0.0,4944200000.0,341800000.0,10437800000.0,10437800000.0,2024-06-30 00:00:00
