Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
95971417.0,95971417.0,1581615000.0,1741523000.0,14164780000.0,16402681000.0,4903852000.0,14164780000.0,39377000.0,14700535000.0,14711416000.0,14700535000.0,14700535000.0,14220677000.0,,,479858000.0,479858000.0,3886184000.0,373769000.0,,,30004000.0,244834000.0,31751000.0,20870000.0,10881000.0,59898000.0,3512415000.0,283895000.0,,1709772000.0,18507000.0,1691265000.0,,5719000.0,991573000.0,,,35597000.0,955976000.0,18586719000.0,10170452000.0,330694000.0,,337512000.0,337512000.0,,71287000.0,,5837000.0,535755000.0,249944000.0,285811000.0,8889367000.0,,8889367000.0,666978000.0,8222389000.0,,,,,8416267000.0,511913000.0,,,2210304000.0,,,,,2300000.0,,2699388000.0,,,2992362000.0,2871831000.0,120531000.0,,2024-03-31
95944342.0,95944342.0,1209892000.0,1351246000.0,12839396000.0,14711758000.0,4914035000.0,12839396000.0,19799000.0,13380311000.0,13484418000.0,13380311000.0,13380311000.0,12900588000.0,,,479723000.0,479723000.0,3591450000.0,381937000.0,,,24360000.0,175756000.0,111004000.0,6897000.0,104107000.0,66121000.0,3209513000.0,270023000.0,,1240242000.0,12902000.0,1227340000.0,,6922000.0,971683000.0,,,25617000.0,946066000.0,16971761000.0,8848213000.0,406046000.0,,349087000.0,349087000.0,,96128000.0,,9008000.0,540915000.0,255104000.0,285811000.0,7447029000.0,,7447029000.0,955719000.0,6491310000.0,,,,,8123548000.0,518714000.0,,,2133088000.0,,,,,2827000.0,0.0,2524473000.0,,,2944446000.0,2822891000.0,121555000.0,,2023-09-30
95944342.0,95944342.0,1393715000.0,1490168000.0,11914975000.0,13880611000.0,5137035000.0,11914975000.0,25829000.0,12416272000.0,12591284000.0,12416272000.0,12416272000.0,23052000.0,5277486000.0,3924045000.0,479723000.0,479723000.0,3355820000.0,422794000.0,1000.0,46023000.0,27352000.0,154347000.0,188505000.0,13493000.0,175012000.0,46023000.0,2933026000.0,3000.0,8376000.0,1301663000.0,12336000.0,1289327000.0,256854000.0,5520000.0,1155814000.0,228974000.0,3692000.0,8376000.0,923148000.0,15772092000.0,7702031000.0,-1000.0,421702000.0,67386000.0,67386000.0,0.0,76420000.0,76420000.0,9089000.0,501297000.0,215486000.0,285811000.0,6623781000.0,-3663945000.0,10287726000.0,725835000.0,24738000.0,6870074000.0,1672729000.0,994350000.0,0.0,8070061000.0,265152000.0,3692000.0,192865000.0,2086548000.0,80792000.0,512826000.0,335641000.0,1157289000.0,72621000.0,81988000.0,2354320000.0,-18785000.0,2373105000.0,3012875000.0,2942251000.0,70624000.0,70624000.0,2023-03-31
