Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
3929795175.0,3929795175.0,199068900000.0,203232000000.0,140691200000.0,343225000000.0,7932000000.0,140691200000.0,715500000.0,140708500000.0,337603900000.0,140708500000.0,140708500000.0,101410500000.0,39298000000.0,39298000000.0,251204000000.0,210174500000.0,9078600000.0,,197448300000.0,552900000.0,196895400000.0,1797600000.0,41029500000.0,570100000.0,5783700000.0,162600000.0,5621100000.0,5976100000.0,1198300000.0,,,1198300000.0,391912500000.0,342951000000.0,24932400000.0,,,4180300000.0,3241900000.0,3241900000.0,351300000.0,17300000.0,17300000.0,309380400000.0,,309380400000.0,200334100000.0,109046300000.0,,,,,48961500000.0,1570400000.0,700000.0,,,,818100000.0,,243500000.0,1670900000.0,,,44657900000.0,41210300000.0,3447600000.0,,,2024-03-31
3929795175.0,3929795175.0,166831000000.0,170579900000.0,143243700000.0,313198100000.0,9195500000.0,143243700000.0,644500000.0,143262700000.0,307883300000.0,143262700000.0,143262700000.0,103964700000.0,39298000000.0,39298000000.0,219329700000.0,176340500000.0,9332700000.0,,165157600000.0,537000000.0,164620600000.0,1850100000.0,42989200000.0,706300000.0,5422300000.0,107500000.0,5314800000.0,5743200000.0,442900000.0,,,442900000.0,362592400000.0,310407700000.0,23682900000.0,,,4263200000.0,4082000000.0,4082000000.0,331500000.0,19000000.0,19000000.0,277115200000.0,,277115200000.0,192259000000.0,84856200000.0,,,,,52184700000.0,1171700000.0,163700000.0,,,,816100000.0,,249500000.0,3287500000.0,,,46496200000.0,43391800000.0,3104400000.0,,,2023-09-30
3929795175.0,3929795175.0,136613000000.0,140593400000.0,138501100000.0,278524900000.0,5649800000.0,138501100000.0,663900000.0,138595400000.0,271074800000.0,138595400000.0,138595400000.0,99297400000.0,39298000000.0,39298000000.0,184514600000.0,141825000000.0,7068300000.0,1790200000.0,132966400000.0,487000000.0,132479400000.0,1790200000.0,42689600000.0,686600000.0,7627000000.0,176900000.0,7450100000.0,5973100000.0,1857500000.0,1375100000.0,14800000.0,467600000.0,323110000000.0,274770600000.0,7961200000.0,16301400000.0,267300000.0,4763300000.0,104700000.0,104700000.0,340900000.0,94300000.0,94300000.0,241539300000.0,-36390200000.0,277929500000.0,156738700000.0,3686300000.0,35568600000.0,16512100000.0,11944900000.0,53478900000.0,48339400000.0,13800000.0,162500000.0,32600000.0,19123000000.0,1325100000.0,728000000.0,728000000.0,5993400000.0,2768400000.0,-40200000.0,2808600000.0,18192600000.0,14876100000.0,3316500000.0,638000000.0,2678500000.0,2023-03-31
