Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-9540000.0,0.3,-12798000.0,-31800000.0,-31800000.0,-66053000.0,21113000.0,202948000.0,-44598000.0,-65711000.0,-65000.0,65000.0,-43793000.0,-66053000.0,473220000.0,631578.0,631578.0,-1.05,-1.05,-66053000.0,-66053000.0,0.0,-66053000.0,-66053000.0,,0.0,-66053000.0,276000.0,-65776000.0,37325000.0,-31800000.0,-65000.0,65000.0,-71236000.0,270272000.0,249159000.0,21113000.0,21113000.0,199036000.0,202948000.0,401984000.0,401984000.0,2023-12-31
0.0,0.3,32311000.0,0.0,0.0,10957000.0,21079000.0,123096000.0,32311000.0,11232000.0,-4817000.0,4817000.0,10957000.0,10957000.0,283060000.0,421423.0,421423.0,26.0,26.0,10957000.0,10957000.0,0.0,10957000.0,10957000.0,0.0,,10957000.0,-4542000.0,6415000.0,20478000.0,0.0,-4817000.0,4817000.0,-9246000.0,159964000.0,138885000.0,21079000.0,21079000.0,150718000.0,123096000.0,273814000.0,273814000.0,2023-09-30
0.0,0.3,32284000.0,,,4969000.0,21568000.0,146530000.0,32284000.0,10716000.0,-305000.0,305000.0,4969000.0,4969000.0,263876000.0,414083.0,414083.0,12.0,12.0,4969000.0,4969000.0,0.0,4969000.0,4969000.0,0.0,,4969000.0,5442000.0,10411000.0,26840000.0,,-305000.0,305000.0,-16124000.0,117346000.0,95778000.0,21568000.0,21568000.0,101222000.0,146530000.0,247752000.0,247752000.0,2023-06-30
0.0,0.3,20112125.0,,,-17221.0,21464354.0,158150742.0,20112125.0,-1352229.0,-5012402.0,-2607183.0,-17221.0,-17221.0,244725175.0,,,,,-17221.0,-17221.0,0.0,-17221.0,-17222.0,,,-17222.0,1272176.0,1254954.0,-17667624.0,,-5012402.0,-2607183.0,-104260730.0,86574433.0,-165539219.0,21464354.0,21464354.0,-17686297.0,158150742.0,140464445.0,140464445.0,2023-03-31
0.0,0.3,-2665000.0,0.0,0.0,-25427000.0,21483000.0,130837000.0,-2665000.0,-24148000.0,-14000.0,14000.0,-25427000.0,-25427000.0,328002000.0,424052.0,424052.0,-0.6,-0.6,-25427000.0,-25427000.0,0.0,-25427000.0,-25427000.0,0.0,0.0,-25427000.0,1265000.0,-24162000.0,16199000.0,0.0,-14000.0,14000.0,-40347000.0,197165000.0,175682000.0,21483000.0,21483000.0,156818000.0,130837000.0,287655000.0,287655000.0,2022-12-31
1146646.364675,0.173734,49779000.0,6600000.0,6600000.0,10853000.0,29149000.0,98481000.0,56379000.0,27230000.0,-14095000.0,14095000.0,5399646.364675,10853000.0,302412000.0,631579.0,631579.0,0.17,0.17,10853000.0,10853000.0,0.0,10853000.0,10853000.0,,0.0,10853000.0,2282000.0,13135000.0,4035000.0,6600000.0,-14095000.0,14095000.0,16595000.0,203931000.0,174782000.0,29149000.0,29149000.0,220526000.0,98481000.0,319007000.0,319007000.0,2024-06-30 00:00:00
,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-31 00:00:00
