Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
78003000.0,78003000.0,250124000.0,305633000.0,1303494000.0,1555052000.0,672779000.0,1303494000.0,54075000.0,1303494000.0,1406754000.0,1303494000.0,1303494000.0,1147488000.0,,156006000.0,156006000.0,1014584000.0,244015000.0,-1000.0,86681000.0,157335000.0,54075000.0,103260000.0,770569000.0,6685000.0,,148298000.0,,148298000.0,,3121000.0,571379000.0,,,7684000.0,563695000.0,2318078000.0,874730000.0,14410000.0,,9673000.0,9673000.0,850647000.0,,850647000.0,12272000.0,838375000.0,,,,,1443348000.0,108442000.0,35340000.0,,,696793000.0,,,,,,,547689000.0,,,55084000.0,53650000.0,1434000.0,,2024-03-31
78003000.0,78003000.0,379726000.0,439758000.0,1186202000.0,1566651000.0,574824000.0,1186202000.0,59309000.0,1186202000.0,1306041000.0,1186202000.0,1186202000.0,1030196000.0,,156006000.0,156006000.0,1195081000.0,264066000.0,,84918000.0,179148000.0,59309000.0,119839000.0,931015000.0,11980000.0,,260610000.0,,260610000.0,,174000.0,603659000.0,,,14396000.0,589263000.0,2381283000.0,875446000.0,14440000.0,,10139000.0,10139000.0,850867000.0,,850867000.0,38096000.0,812771000.0,,,,,1505839000.0,131468000.0,105550000.0,,,667021000.0,,,,,,,540579000.0,,,61221000.0,60498000.0,723000.0,,2023-09-30
78003000.0,78003000.0,376188000.0,449894000.0,1153971000.0,1531041000.0,636896000.0,1153971000.0,72824000.0,1153971000.0,1309939000.0,1153971000.0,1153971000.0,997964000.0,953415000.0,156006000.0,156006000.0,1090422000.0,304497000.0,1000.0,84387000.0,220109000.0,64141000.0,155968000.0,785925000.0,924000.0,7033000.0,229785000.0,8683000.0,221102000.0,7601000.0,1494000.0,540582000.0,31644000.0,5406000.0,7033000.0,503532000.0,2244393000.0,821572000.0,-1000.0,21869000.0,0.0,7456000.0,799704000.0,-228026000.0,1027730000.0,240987000.0,164662000.0,547784000.0,69164000.0,5133000.0,0.0,1422821000.0,155158000.0,80906000.0,5406000.0,7649000.0,596925000.0,12623000.0,26473000.0,368530000.0,189299000.0,629294000.0,41829000.0,18258000.0,-30077000.0,48335000.0,42554000.0,41672000.0,882000.0,882000.0,2023-03-31
