Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.281117,204187000.0,138495000.0,16075000.0,975921000.0,204187000.0,188112000.0,138495000.0,138495000.0,1576521000.0,,,,,138495000.0,138495000.0,0.0,138495000.0,138495000.0,138495000.0,54158000.0,192653000.0,4541000.0,188112000.0,600600000.0,525950000.0,16075000.0,16075000.0,57024000.0,57024000.0,788712000.0,975921000.0,1764633000.0,1764633000.0,2024-03-31
0.0,0.253608,692610000.0,503680000.0,17795000.0,1080246000.0,692610000.0,674815000.0,503680000.0,503680000.0,1368405000.0,645743590.0,645743590.0,0.78,0.78,503680000.0,503680000.0,0.0,503680000.0,503680000.0,503680000.0,171140000.0,674820000.0,5000.0,674815000.0,288159000.0,84529000.0,17795000.0,17795000.0,185835000.0,185835000.0,962974000.0,1080246000.0,2043220000.0,2043220000.0,2023-12-31
0.0,0.252798,699912000.0,597689000.0,15618000.0,1122549000.0,699912000.0,684294000.0,597689000.0,597689000.0,1218160000.0,642676344.0,642676344.0,0.93,0.93,597689000.0,597689000.0,0.0,597689000.0,597689000.0,597689000.0,202214000.0,799903000.0,115609000.0,684294000.0,95611000.0,27542000.0,15618000.0,15618000.0,54273000.0,54273000.0,779905000.0,1122549000.0,1902454000.0,1902454000.0,2023-09-30
0.0,0.199003,479062000.0,364091000.0,15892000.0,1088130000.0,479062000.0,463170000.0,364091000.0,364091000.0,720006000.0,,,,,364091000.0,364091000.0,0.0,364091000.0,364091000.0,364091000.0,90456000.0,454547000.0,-2462000.0,794429000.0,-368124000.0,-386651000.0,15892000.0,15175000.0,-36458000.0,-43426000.0,426305000.0,1088130000.0,1514435000.0,1514435000.0,2023-03-31
0.0,0.261279,504496000.0,361757000.0,15020000.0,1131833000.0,504496000.0,489476000.0,361757000.0,361757000.0,1453589000.0,645994643.0,645994643.0,0.56,0.56,361757000.0,361757000.0,0.0,361757000.0,361757000.0,361757000.0,127950000.0,489707000.0,231000.0,489476000.0,321756000.0,249987000.0,15020000.0,15020000.0,56749000.0,56749000.0,811232000.0,1131833000.0,1943065000.0,1943065000.0,2022-12-31
0.0,0.251793,609125000.0,444022000.0,15777000.0,932384000.0,609125000.0,593348000.0,444022000.0,444022000.0,1018887000.0,643510145.0,643510145.0,0.69,0.69,444022000.0,444022000.0,0.0,444022000.0,444022000.0,444022000.0,149426000.0,593448000.0,100000.0,593348000.0,86503000.0,47670000.0,15777000.0,15777000.0,36342000.0,36342000.0,679851000.0,932384000.0,1612235000.0,1612235000.0,2024-06-30 00:00:00
0.0,0.253406,472919000.0,367626000.0,15333000.0,1137886000.0,472919000.0,457586000.0,367626000.0,367626000.0,1439934000.0,644957895.0,644957895.0,0.57,0.57,367626000.0,367626000.0,0.0,367626000.0,367626000.0,367626000.0,124778000.0,492404000.0,34818000.0,457586000.0,302048000.0,237762000.0,15333000.0,15333000.0,51580000.0,51580000.0,759634000.0,1137886000.0,1897520000.0,1897520000.0,2023-06-30 00:00:00
