Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
17669000.0,17669000.0,3775069000.0,3777481000.0,1078133000.0,4866991000.0,143639000.0,1078133000.0,1089510000.0,3426097000.0,1089510000.0,1089510000.0,,745000000.0,165520000.0,176690000.0,176690000.0,4245397000.0,2601982000.0,12383000.0,253012000.0,2336587000.0,2336587000.0,,1643415000.0,,1440894000.0,1440894000.0,5455000.0,,195033000.0,142842000.0,111000.0,1212000.0,50868000.0,5334907000.0,3547853000.0,,0.0,8072000.0,2171000.0,2171000.0,11377000.0,11377000.0,3526233000.0,-315893000.0,3842126000.0,0.0,190010000.0,3118112000.0,534004000.0,0.0,1787054000.0,,111000.0,47427000.0,914089000.0,34698000.0,182164000.0,71455000.0,625772000.0,86367000.0,204471000.0,531896000.0,2693000.0,281000.0,2412000.0,192000.0,2220000.0,2024-03-31
17669000.0,17669000.0,3139559000.0,3142482000.0,968964000.0,4112116000.0,172180000.0,968964000.0,969634000.0,3124585000.0,969634000.0,969634000.0,792944000.0,,,176690000.0,176690000.0,3542587000.0,2365792000.0,,198695000.0,2154951000.0,2154951000.0,12146000.0,1176795000.0,5260000.0,987531000.0,987531000.0,,5976000.0,33486000.0,,,0.0,33486000.0,4512221000.0,3163246000.0,,,,6574000.0,6574000.0,670000.0,670000.0,3156002000.0,,3156002000.0,1651401000.0,1504601000.0,,,,1348975000.0,234186000.0,,,660715000.0,,,,,,19378000.0,399972000.0,34724000.0,31801000.0,2923000.0,,,2023-09-30
17669000.0,17669000.0,1837328000.0,1839058000.0,942158000.0,2781942000.0,349353000.0,942158000.0,942884000.0,1916311000.0,942884000.0,942884000.0,766194000.0,598374000.0,165520000.0,176690000.0,176690000.0,2168790000.0,1171889000.0,9676000.0,188786000.0,973427000.0,973427000.0,9676000.0,996901000.0,-3000.0,865631000.0,865631000.0,4595000.0,4595000.0,125961000.0,76001000.0,113000.0,427000.0,49420000.0,3111674000.0,1765420000.0,139030000.0,134768000.0,4262000.0,1214000.0,1214000.0,726000.0,726000.0,1624450000.0,-223319000.0,1847769000.0,253324000.0,115490000.0,1247129000.0,231826000.0,0.0,1346254000.0,177233000.0,113000.0,39793000.0,836857000.0,1498000.0,226213000.0,35431000.0,573715000.0,51123000.0,130943000.0,284195000.0,3230000.0,1500000.0,1730000.0,1145000.0,585000.0,2023-03-31
