Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
6212863.229312,0.272255,712290000.0,22820000.0,22820000.0,452650000.0,103870000.0,527820000.0,735110000.0,631240000.0,-9250000.0,9250000.0,436042863.229312,452650000.0,2385980000.0,,,,,452650000.0,452650000.0,0.0,452650000.0,452650000.0,452650000.0,169340000.0,621990000.0,89510000.0,22820000.0,,-9250000.0,9250000.0,518910000.0,1858160000.0,522490000.0,103870000.0,103870000.0,717160000.0,717160000.0,2377070000.0,527820000.0,2904890000.0,2904890000.0,2024-03-31
-377258.750409,0.248197,699110000.0,-1520000.0,-1520000.0,436670000.0,106500000.0,481210000.0,697590000.0,591090000.0,-10260000.0,10260000.0,437812741.249591,436670000.0,2214120000.0,66565549.0,66565549.0,6.56,6.56,436670000.0,436670000.0,0.0,436670000.0,436670000.0,436670000.0,144160000.0,580830000.0,80560000.0,-1520000.0,,-10260000.0,10260000.0,512010000.0,1732910000.0,445420000.0,106500000.0,106500000.0,680050000.0,680050000.0,2244920000.0,481210000.0,2726130000.0,2726130000.0,2023-12-31
-1431047.568404,0.18585,649940000.0,-7700000.0,-7700000.0,336830000.0,106220000.0,461630000.0,642240000.0,536020000.0,-122300000.0,122300000.0,343098952.431596,336830000.0,2127690000.0,59405644.0,59405644.0,5.67,5.67,336830000.0,336830000.0,0.0,336830000.0,336830000.0,336830000.0,76890000.0,413720000.0,39650000.0,-7700000.0,,-122300000.0,122300000.0,504070000.0,1666060000.0,430130000.0,106220000.0,106220000.0,697010000.0,697010000.0,2170130000.0,461630000.0,2631760000.0,2631760000.0,2023-09-30
-4080000.0,0.3,580040000.0,-13600000.0,-13600000.0,539970000.0,107230000.0,424040000.0,566440000.0,459210000.0,-121600000.0,121600000.0,549490000.0,539970000.0,2009490000.0,65566022.0,65566022.0,8.235516,8.235516,539970000.0,539970000.0,0.0,539970000.0,539970000.0,539970000.0,-202360000.0,337610000.0,50080000.0,-13600000.0,13600000.0,-121600000.0,121600000.0,422730000.0,1585450000.0,407780000.0,107230000.0,107230000.0,619360000.0,619360000.0,2008180000.0,424040000.0,2432220000.0,2432220000.0,2023-06-30
-7791000.0,0.3,519310000.0,-25970000.0,-25970000.0,157520000.0,99760000.0,676360000.0,493340000.0,393580000.0,-41320000.0,74080000.0,175699000.0,157520000.0,1998630000.0,,,,,157520000.0,157520000.0,0.0,157520000.0,157520000.0,157520000.0,161980000.0,319500000.0,-58420000.0,-25970000.0,,-41320000.0,74080000.0,424400000.0,1322270000.0,-489590000.0,99760000.0,97220000.0,888780000.0,853460000.0,1746670000.0,676360000.0,2423030000.0,2423030000.0,2023-03-31
,,,,,,,,,,,,,,,65566022.0,65566022.0,-0.057499,-0.057499,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.258363,722210000.0,0.0,0.0,446050000.0,110000000.0,502200000.0,722210000.0,612210000.0,-10770000.0,10770000.0,446050000.0,446050000.0,2342740000.0,65595588.0,65595588.0,6.8,6.8,446050000.0,446050000.0,0.0,446050000.0,446050000.0,446050000.0,155390000.0,601440000.0,83700000.0,0.0,,-10770000.0,10770000.0,528510000.0,1840540000.0,495680000.0,110000000.0,110000000.0,722200000.0,722200000.0,2369050000.0,502200000.0,2871250000.0,2871250000.0,2024-06-30 00:00:00
